,topic no,words
0,1,"0.040*""still"" + 0.038*""find"" + 0.035*""love"" + 0.033*""know"" + 0.031*""eye"" + 0.030*""heart"" + 0.028*""light"" + 0.027*""always"" + 0.026*""never"" + 0.025*""time"""
1,2,"0.046*""love"" + 0.043*""look"" + 0.040*""want"" + 0.037*""give"" + 0.036*""back"" + 0.033*""away"" + 0.031*""take"" + 0.029*""live"" + 0.028*""fear"" + 0.027*""hold"""
2,3,"0.121*""come"" + 0.107*""questo"" + 0.091*""cuore"" + 0.059*""amore"" + 0.037*""dentro"" + 0.036*""give"" + 0.029*""life"" + 0.024*""time"" + 0.019*""tell"" + 0.019*""fall"""
3,4,"0.067*""tell"" + 0.067*""want"" + 0.045*""night"" + 0.042*""never"" + 0.041*""angel"" + 0.040*""need"" + 0.039*""word"" + 0.034*""made"" + 0.027*""song"" + 0.025*""time"""
4,5,"0.116*""amore"" + 0.102*""dentro"" + 0.054*""night"" + 0.051*""cuore"" + 0.050*""child"" + 0.049*""away"" + 0.037*""star"" + 0.024*""look"" + 0.024*""made"" + 0.022*""close"""
