,topic no,words
0,1,"0.240*""life"" + 0.139*""need"" + 0.070*""find"" + 0.041*""cause"" + 0.040*""take"" + 0.036*""think"" + 0.034*""stay"" + 0.032*""feel"" + 0.031*""back"" + 0.030*""give"""
1,2,"0.120*""heart"" + 0.094*""know"" + 0.086*""right"" + 0.076*""take"" + 0.070*""back"" + 0.055*""think"" + 0.053*""never"" + 0.049*""world"" + 0.046*""love"" + 0.045*""need"""
2,3,"0.089*""lost"" + 0.086*""back"" + 0.080*""time"" + 0.068*""feel"" + 0.065*""right"" + 0.061*""come"" + 0.054*""know"" + 0.053*""left"" + 0.053*""give"" + 0.046*""nothing"""
3,4,"0.114*""thing"" + 0.096*""love"" + 0.076*""make"" + 0.061*""nothing"" + 0.059*""trying"" + 0.054*""stay"" + 0.053*""life"" + 0.049*""cause"" + 0.045*""know"" + 0.040*""take"""
4,5,"0.165*""know"" + 0.110*""find"" + 0.098*""never"" + 0.098*""cause"" + 0.070*""feel"" + 0.045*""love"" + 0.041*""make"" + 0.036*""thing"" + 0.035*""night"" + 0.031*""think"""
