,topic no,words
0,1,"0.076*""take"" + 0.060*""well"" + 0.037*""believe"" + 0.036*""better"" + 0.035*""time"" + 0.035*""fall"" + 0.035*""break"" + 0.031*""world"" + 0.029*""think"" + 0.025*""want"""
1,2,"0.039*""love"" + 0.039*""going"" + 0.038*""told"" + 0.036*""make"" + 0.036*""world"" + 0.031*""fall"" + 0.030*""time"" + 0.030*""keep"" + 0.030*""alive"" + 0.029*""cause"""
2,3,"0.100*""tell"" + 0.056*""believe"" + 0.049*""alone"" + 0.036*""think"" + 0.035*""well"" + 0.031*""really"" + 0.031*""dream"" + 0.026*""feel"" + 0.024*""getting"" + 0.021*""know"""
3,4,"0.090*""break"" + 0.073*""heart"" + 0.050*""eye"" + 0.035*""getting"" + 0.032*""know"" + 0.031*""better"" + 0.024*""thing"" + 0.023*""feel"" + 0.022*""hope"" + 0.021*""alive"""
4,5,"0.044*""never"" + 0.038*""want"" + 0.034*""come"" + 0.032*""stay"" + 0.029*""give"" + 0.027*""away"" + 0.026*""think"" + 0.026*""know"" + 0.026*""time"" + 0.026*""back"""
