,topic no,words
0,1,"0.014*""christmas"" + 0.014*""need"" + 0.012*""take"" + 0.011*""stay"" + 0.011*""love"" + 0.011*""want"" + 0.011*""baby"" + 0.010*""really"" + 0.010*""mine"" + 0.009*""feel"""
1,2,"0.030*""christmas"" + 0.021*""coming"" + 0.015*""better"" + 0.014*""pretend"" + 0.013*""today"" + 0.013*""mean"" + 0.010*""please"" + 0.010*""watch"" + 0.010*""child"" + 0.010*""little"""
2,3,"0.015*""baby"" + 0.013*""love"" + 0.013*""break"" + 0.012*""think"" + 0.011*""know"" + 0.011*""make"" + 0.010*""sweet"" + 0.010*""come"" + 0.009*""never"" + 0.009*""face"""
3,4,"0.016*""tonight"" + 0.014*""give"" + 0.013*""lover"" + 0.012*""know"" + 0.012*""round"" + 0.011*""baby"" + 0.011*""still"" + 0.010*""gone"" + 0.010*""thinking"" + 0.010*""fade"""
4,5,"0.015*""year"" + 0.014*""life"" + 0.013*""always"" + 0.013*""away"" + 0.012*""live"" + 0.012*""free"" + 0.011*""never"" + 0.010*""memory"" + 0.010*""best"" + 0.009*""afraid"""
