,topic no,words
0,1,"0.010*""today"" + 0.009*""want"" + 0.009*""long"" + 0.008*""take"" + 0.008*""love"" + 0.008*""day"" + 0.008*""need"" + 0.008*""someone"" + 0.008*""know"" + 0.007*""without"""
1,2,"0.016*""good"" + 0.012*""town"" + 0.012*""love"" + 0.011*""comin"" + 0.011*""miss"" + 0.009*""alright"" + 0.009*""hand"" + 0.009*""cold"" + 0.008*""dance"" + 0.008*""kid"""
2,3,"0.015*""baby"" + 0.015*""come"" + 0.013*""love"" + 0.011*""star"" + 0.010*""feelin"" + 0.009*""time"" + 0.008*""girl"" + 0.008*""hard"" + 0.008*""blue"" + 0.008*""bell"""
3,4,"0.018*""baby"" + 0.011*""make"" + 0.011*""love"" + 0.010*""right"" + 0.010*""true"" + 0.009*""time"" + 0.009*""lonely"" + 0.009*""look"" + 0.009*""heart"" + 0.008*""never"""
4,5,"0.015*""christmas"" + 0.013*""song"" + 0.010*""sing"" + 0.010*""lord"" + 0.010*""angel"" + 0.010*""need"" + 0.009*""love"" + 0.009*""night"" + 0.008*""away"" + 0.008*""born"""
