,topic no,words
0,1,"0.027*""look"" + 0.020*""show"" + 0.019*""bang"" + 0.018*""another"" + 0.018*""follow"" + 0.014*""looking"" + 0.014*""need"" + 0.014*""going"" + 0.014*""beat"" + 0.014*""work"""
1,2,"0.037*""good"" + 0.025*""feel"" + 0.020*""tree"" + 0.018*""flow"" + 0.018*""light"" + 0.017*""little"" + 0.016*""cause"" + 0.016*""know"" + 0.016*""keep"" + 0.016*""feeling"""
2,3,"0.019*""shit"" + 0.017*""hand"" + 0.016*""something"" + 0.014*""always"" + 0.014*""stay"" + 0.013*""move"" + 0.013*""change"" + 0.013*""never"" + 0.012*""friend"" + 0.012*""better"""
3,4,"0.030*""shake"" + 0.029*""bass"" + 0.028*""love"" + 0.022*""girl"" + 0.021*""round"" + 0.020*""want"" + 0.020*""baby"" + 0.018*""dirty"" + 0.015*""party"" + 0.014*""night"""
4,5,"0.031*""break"" + 0.027*""make"" + 0.027*""give"" + 0.026*""money"" + 0.021*""floor"" + 0.019*""wall"" + 0.019*""dance"" + 0.015*""hand"" + 0.014*""turn"" + 0.014*""enough"""
