,topic no,words
0,1,"0.010*""king"" + 0.010*""track"" + 0.010*""thing"" + 0.008*""spittin"" + 0.008*""actually"" + 0.008*""fact"" + 0.008*""probably"" + 0.008*""find"" + 0.008*""muthafuckin"" + 0.008*""coming"""
1,2,"0.006*""guess"" + 0.006*""dave"" + 0.006*""show"" + 0.005*""hella"" + 0.005*""crazy"" + 0.005*""well"" + 0.005*""goin"" + 0.005*""people"" + 0.005*""sure"" + 0.005*""pant"""
2,3,"0.008*""fuckin"" + 0.007*""girl"" + 0.007*""love"" + 0.007*""dick"" + 0.007*""dude"" + 0.007*""good"" + 0.007*""dave"" + 0.007*""well"" + 0.006*""white"" + 0.006*""rapper"""
3,4,"0.010*""freak"" + 0.009*""lemme"" + 0.006*""girl"" + 0.006*""right"" + 0.005*""please"" + 0.005*""acting"" + 0.005*""good"" + 0.005*""feel"" + 0.005*""body"" + 0.005*""couple"""
4,5,"0.005*""night"" + 0.005*""suck"" + 0.005*""lemme"" + 0.005*""year"" + 0.005*""blow"" + 0.005*""bruh"" + 0.005*""last"" + 0.005*""cold"" + 0.005*""spit"" + 0.005*""mean"""
