,topic no,words
0,1,"0.257*""love"" + 0.143*""right"" + 0.069*""baby"" + 0.055*""never"" + 0.051*""know"" + 0.042*""around"" + 0.036*""time"" + 0.035*""come"" + 0.029*""give"" + 0.026*""need"""
1,2,"0.169*""heart"" + 0.114*""back"" + 0.112*""love"" + 0.061*""never"" + 0.057*""take"" + 0.047*""life"" + 0.033*""time"" + 0.032*""give"" + 0.030*""need"" + 0.028*""baby"""
2,3,"0.129*""good"" + 0.117*""cause"" + 0.115*""better"" + 0.096*""feel"" + 0.065*""come"" + 0.064*""baby"" + 0.060*""light"" + 0.055*""time"" + 0.040*""need"" + 0.039*""know"""
3,4,"0.126*""around"" + 0.117*""life"" + 0.095*""better"" + 0.093*""getting"" + 0.082*""need"" + 0.058*""cause"" + 0.053*""back"" + 0.049*""know"" + 0.046*""never"" + 0.044*""time"""
4,5,"0.120*""night"" + 0.075*""love"" + 0.070*""world"" + 0.069*""friend"" + 0.066*""take"" + 0.065*""never"" + 0.060*""make"" + 0.047*""back"" + 0.046*""time"" + 0.043*""heart"""
