,topic no,words
0,1,"0.106*""girl"" + 0.055*""hard"" + 0.044*""time"" + 0.042*""franchize"" + 0.041*""whole"" + 0.038*""right"" + 0.035*""drop"" + 0.034*""keep"" + 0.031*""come"" + 0.029*""game"""
1,2,"0.169*""white"" + 0.051*""hoe"" + 0.050*""rock"" + 0.047*""leave"" + 0.043*""still"" + 0.038*""right"" + 0.038*""money"" + 0.037*""game"" + 0.032*""hand"" + 0.029*""make"""
2,3,"0.030*""block"" + 0.028*""fuck"" + 0.028*""shit"" + 0.028*""money"" + 0.027*""keep"" + 0.027*""think"" + 0.027*""come"" + 0.027*""white"" + 0.027*""beat"" + 0.027*""call"""
3,4,"0.064*""come"" + 0.050*""bitch"" + 0.046*""block"" + 0.045*""fuck"" + 0.042*""shit"" + 0.041*""money"" + 0.041*""keep"" + 0.036*""make"" + 0.035*""play"" + 0.034*""beat"""
4,5,"0.119*""rock"" + 0.092*""ride"" + 0.059*""cause"" + 0.055*""want"" + 0.046*""franchize"" + 0.039*""straight"" + 0.038*""white"" + 0.035*""beat"" + 0.034*""back"" + 0.032*""bitch"""
