,topic no,words
0,1,"0.006*""christmas"" + 0.006*""away"" + 0.006*""love"" + 0.005*""wrong"" + 0.005*""lord"" + 0.005*""home"" + 0.005*""early"" + 0.005*""mile"" + 0.005*""land"" + 0.004*""gone"""
1,2,"0.007*""said"" + 0.006*""well"" + 0.005*""come"" + 0.005*""glory"" + 0.005*""river"" + 0.005*""train"" + 0.005*""bound"" + 0.004*""bell"" + 0.004*""forty"" + 0.004*""load"""
2,3,"0.008*""santa"" + 0.008*""trouble"" + 0.005*""lord"" + 0.005*""love"" + 0.004*""mother"" + 0.004*""well"" + 0.004*""mine"" + 0.004*""thunder"" + 0.004*""child"" + 0.003*""throw"""
3,4,"0.009*""baby"" + 0.008*""lord"" + 0.007*""please"" + 0.006*""mind"" + 0.005*""said"" + 0.005*""guess"" + 0.004*""give"" + 0.004*""well"" + 0.004*""come"" + 0.004*""blue"""
4,5,"0.006*""time"" + 0.006*""love"" + 0.006*""well"" + 0.005*""know"" + 0.005*""baby"" + 0.004*""night"" + 0.004*""said"" + 0.004*""never"" + 0.004*""going"" + 0.004*""tell"""
