,topic no,words
0,1,"0.021*""really"" + 0.020*""last"" + 0.019*""real"" + 0.017*""baby"" + 0.016*""come"" + 0.016*""work"" + 0.014*""fine"" + 0.014*""mine"" + 0.014*""talk"" + 0.014*""give"""
1,2,"0.025*""baby"" + 0.019*""work"" + 0.017*""woah"" + 0.016*""something"" + 0.014*""else"" + 0.014*""always"" + 0.012*""wrong"" + 0.012*""okay"" + 0.012*""game"" + 0.011*""never"""
2,3,"0.026*""listen"" + 0.020*""told"" + 0.017*""always"" + 0.014*""love"" + 0.013*""well"" + 0.012*""baby"" + 0.012*""show"" + 0.011*""right"" + 0.011*""done"" + 0.011*""tell"""
3,4,"0.021*""nigga"" + 0.015*""girl"" + 0.014*""bitch"" + 0.013*""love"" + 0.013*""shit"" + 0.012*""baby"" + 0.012*""fuck"" + 0.011*""money"" + 0.011*""right"" + 0.011*""true"""
4,5,"0.023*""check"" + 0.017*""woah"" + 0.012*""nigga"" + 0.011*""want"" + 0.011*""forget"" + 0.011*""said"" + 0.010*""made"" + 0.010*""tryna"" + 0.009*""girl"" + 0.009*""mama"""
