,topic no,words
0,1,"0.023*""comin"" + 0.021*""watch"" + 0.021*""bitch"" + 0.018*""turn"" + 0.018*""mind"" + 0.018*""first"" + 0.016*""hear"" + 0.016*""runnin"" + 0.014*""girl"" + 0.013*""five"""
1,2,"0.022*""mind"" + 0.019*""momma"" + 0.019*""bring"" + 0.017*""young"" + 0.016*""well"" + 0.016*""word"" + 0.016*""said"" + 0.015*""full"" + 0.014*""told"" + 0.014*""went"""
2,3,"0.028*""life"" + 0.025*""money"" + 0.022*""dollar"" + 0.020*""couple"" + 0.016*""stack"" + 0.014*""trap"" + 0.014*""shot"" + 0.013*""goin"" + 0.012*""blow"" + 0.012*""still"""
3,4,"0.034*""hustle"" + 0.028*""talkin"" + 0.023*""show"" + 0.020*""rock"" + 0.019*""young"" + 0.017*""game"" + 0.015*""talk"" + 0.013*""hand"" + 0.012*""nobody"" + 0.012*""dope"""
4,5,"0.014*""meet"" + 0.014*""good"" + 0.012*""gone"" + 0.012*""want"" + 0.012*""pussy"" + 0.012*""catch"" + 0.012*""foot"" + 0.012*""hood"" + 0.011*""bottle"" + 0.011*""magic"""
