,topic no,words
0,1,"0.011*""christmas"" + 0.007*""letter"" + 0.007*""need"" + 0.006*""girl"" + 0.006*""sylvester"" + 0.006*""turn"" + 0.006*""spend"" + 0.006*""hook"" + 0.006*""say"" + 0.006*""back"""
1,2,"0.009*""baby"" + 0.008*""closet"" + 0.006*""victory"" + 0.006*""knock"" + 0.006*""lost"" + 0.005*""body"" + 0.005*""girl"" + 0.005*""sign"" + 0.005*""babe"" + 0.005*""ready"""
2,3,"0.009*""baby"" + 0.008*""say"" + 0.008*""said"" + 0.006*""body"" + 0.006*""girl"" + 0.005*""nigga"" + 0.005*""kelly"" + 0.005*""want"" + 0.005*""happy"" + 0.005*""well"""
3,4,"0.008*""love"" + 0.008*""world"" + 0.007*""pussy"" + 0.006*""wind"" + 0.006*""whoa"" + 0.006*""whole"" + 0.005*""heaven"" + 0.005*""girl"" + 0.005*""dream"" + 0.005*""woman"""
4,5,"0.012*""high"" + 0.011*""share"" + 0.007*""half"" + 0.007*""pimp"" + 0.006*""goin"" + 0.006*""gangsta"" + 0.006*""ball"" + 0.005*""babe"" + 0.005*""best"" + 0.005*""body"""
