,topic no,words
0,1,"0.101*""love"" + 0.079*""know"" + 0.062*""still"" + 0.060*""alone"" + 0.049*""back"" + 0.047*""heart"" + 0.037*""time"" + 0.030*""think"" + 0.028*""even"" + 0.026*""feel"""
1,2,"0.119*""keep"" + 0.058*""give"" + 0.050*""life"" + 0.045*""even"" + 0.044*""love"" + 0.043*""nothing"" + 0.042*""time"" + 0.040*""take"" + 0.032*""tell"" + 0.029*""mind"""
2,3,"0.077*""love"" + 0.073*""baby"" + 0.064*""want"" + 0.060*""said"" + 0.050*""feel"" + 0.048*""cause"" + 0.045*""back"" + 0.042*""think"" + 0.041*""even"" + 0.041*""need"""
3,4,"0.077*""heart"" + 0.054*""change"" + 0.054*""life"" + 0.051*""never"" + 0.046*""right"" + 0.044*""tell"" + 0.044*""time"" + 0.041*""make"" + 0.038*""give"" + 0.036*""really"""
4,5,"0.097*""love"" + 0.089*""take"" + 0.087*""need"" + 0.078*""feel"" + 0.061*""right"" + 0.060*""verse"" + 0.060*""cause"" + 0.049*""nothing"" + 0.044*""keep"" + 0.040*""make"""
