,topic no,words
0,1,"0.017*""good"" + 0.016*""smoke"" + 0.015*""know"" + 0.015*""think"" + 0.015*""night"" + 0.014*""give"" + 0.014*""back"" + 0.013*""everything"" + 0.012*""call"" + 0.012*""might"""
1,2,"0.024*""back"" + 0.021*""bitch"" + 0.019*""love"" + 0.018*""friend"" + 0.017*""right"" + 0.014*""want"" + 0.014*""better"" + 0.013*""black"" + 0.013*""work"" + 0.012*""rock"""
2,3,"0.037*""thing"" + 0.019*""done"" + 0.018*""work"" + 0.018*""mama"" + 0.016*""fall"" + 0.016*""eye"" + 0.015*""going"" + 0.014*""still"" + 0.012*""three"" + 0.011*""gone"""
3,4,"0.031*""city"" + 0.023*""break"" + 0.021*""chicago"" + 0.018*""minute"" + 0.014*""play"" + 0.014*""think"" + 0.013*""smile"" + 0.012*""show"" + 0.011*""street"" + 0.011*""three"""
4,5,"0.024*""fuck"" + 0.016*""people"" + 0.015*""nigga"" + 0.014*""long"" + 0.013*""tryna"" + 0.012*""find"" + 0.012*""line"" + 0.012*""want"" + 0.012*""friend"" + 0.012*""good"""
