,topic no,words
0,1,"0.034*""baby"" + 0.023*""enough"" + 0.023*""everything"" + 0.021*""tell"" + 0.020*""tonight"" + 0.020*""want"" + 0.019*""come"" + 0.018*""first"" + 0.016*""believe"" + 0.016*""good"""
1,2,"0.020*""forever"" + 0.020*""hold"" + 0.020*""life"" + 0.019*""heart"" + 0.017*""alright"" + 0.017*""fire"" + 0.016*""need"" + 0.016*""eye"" + 0.015*""love"" + 0.015*""cause"""
2,3,"0.027*""back"" + 0.026*""without"" + 0.023*""baby"" + 0.022*""change"" + 0.019*""wrong"" + 0.019*""want"" + 0.018*""young"" + 0.017*""forever"" + 0.017*""mine"" + 0.016*""know"""
3,4,"0.019*""else"" + 0.019*""wish"" + 0.018*""change"" + 0.018*""make"" + 0.017*""live"" + 0.017*""light"" + 0.017*""long"" + 0.016*""baby"" + 0.016*""feeling"" + 0.015*""come"""
4,5,"0.036*""want"" + 0.026*""love"" + 0.021*""song"" + 0.020*""still"" + 0.019*""world"" + 0.019*""feel"" + 0.018*""forget"" + 0.018*""night"" + 0.018*""said"" + 0.017*""know"""
