,topic no,words
0,1,"0.031*""make"" + 0.031*""kiss"" + 0.031*""break"" + 0.028*""need"" + 0.027*""take"" + 0.027*""back"" + 0.025*""look"" + 0.024*""shawty"" + 0.023*""never"" + 0.022*""want"""
1,2,"0.045*""feeling"" + 0.040*""money"" + 0.031*""star"" + 0.023*""heart"" + 0.022*""world"" + 0.022*""around"" + 0.021*""thinking"" + 0.020*""woah"" + 0.020*""better"" + 0.019*""show"""
2,3,"0.061*""light"" + 0.056*""world"" + 0.031*""lose"" + 0.024*""mind"" + 0.024*""tell"" + 0.022*""song"" + 0.021*""call"" + 0.017*""sexy"" + 0.017*""know"" + 0.017*""name"""
3,4,"0.032*""love"" + 0.031*""good"" + 0.030*""feel"" + 0.024*""girl"" + 0.020*""away"" + 0.019*""touch"" + 0.019*""enough"" + 0.018*""life"" + 0.017*""take"" + 0.017*""right"""
4,5,"0.042*""made"" + 0.039*""give"" + 0.038*""floor"" + 0.032*""woah"" + 0.025*""turn"" + 0.023*""long"" + 0.023*""mind"" + 0.022*""really"" + 0.021*""life"" + 0.020*""well"""
