,topic no,words
0,1,"0.017*""grind"" + 0.011*""pussy"" + 0.010*""dough"" + 0.009*""slide"" + 0.008*""dangerous"" + 0.008*""feel"" + 0.008*""fuckin"" + 0.007*""stay"" + 0.007*""word"" + 0.007*""change"""
1,2,"0.015*""gucci"" + 0.013*""help"" + 0.012*""song"" + 0.009*""snitch"" + 0.009*""swear"" + 0.009*""okay"" + 0.008*""feeling"" + 0.008*""right"" + 0.008*""playing"" + 0.008*""time"""
2,3,"0.016*""gang"" + 0.013*""bang"" + 0.012*""bompton"" + 0.011*""first"" + 0.011*""gucci"" + 0.009*""time"" + 0.008*""slow"" + 0.008*""girl"" + 0.008*""stop"" + 0.007*""knock"""
3,4,"0.011*""girl"" + 0.007*""pussy"" + 0.007*""young"" + 0.006*""baby"" + 0.006*""give"" + 0.006*""money"" + 0.006*""life"" + 0.006*""back"" + 0.006*""want"" + 0.006*""love"""
4,5,"0.012*""shake"" + 0.010*""block"" + 0.010*""street"" + 0.009*""ball"" + 0.008*""care"" + 0.007*""leave"" + 0.007*""drunk"" + 0.007*""okay"" + 0.007*""pick"" + 0.007*""momma"""
