,topic no,words
0,1,"0.256*""know"" + 0.219*""love"" + 0.161*""right"" + 0.115*""back"" + 0.074*""time"" + 0.062*""cause"" + 0.037*""thing"" + 0.029*""feel"" + 0.020*""night"" + 0.017*""come"""
1,2,"0.268*""night"" + 0.217*""cause"" + 0.181*""come"" + 0.088*""right"" + 0.066*""good"" + 0.061*""know"" + 0.055*""time"" + 0.020*""love"" + 0.017*""feel"" + 0.014*""back"""
2,3,"0.239*""good"" + 0.149*""back"" + 0.145*""time"" + 0.124*""come"" + 0.121*""love"" + 0.103*""know"" + 0.065*""thing"" + 0.018*""feel"" + 0.015*""right"" + 0.014*""cause"""
3,4,"0.103*""know"" + 0.097*""right"" + 0.096*""back"" + 0.093*""love"" + 0.093*""cause"" + 0.089*""thing"" + 0.089*""time"" + 0.088*""feel"" + 0.084*""come"" + 0.084*""good"""
4,5,"0.235*""love"" + 0.207*""thing"" + 0.201*""feel"" + 0.105*""cause"" + 0.098*""night"" + 0.082*""time"" + 0.016*""know"" + 0.015*""good"" + 0.014*""back"" + 0.014*""come"""
