,topic no,words
0,1,"0.064*""dios"" + 0.043*""cama"" + 0.039*""mujer"" + 0.038*""quien"" + 0.035*""letra"" + 0.033*""hace"" + 0.027*""solo"" + 0.025*""hasta"" + 0.017*""como"" + 0.016*""amor"""
1,2,"0.123*""know"" + 0.067*""love"" + 0.060*""need"" + 0.046*""santos"" + 0.043*""life"" + 0.041*""give"" + 0.041*""romeo"" + 0.035*""tienes"" + 0.034*""back"" + 0.031*""right"""
2,3,"0.042*""eres"" + 0.033*""quiero"" + 0.028*""puedo"" + 0.028*""santos"" + 0.028*""esta"" + 0.026*""todos"" + 0.026*""ella"" + 0.026*""tengo"" + 0.025*""hago"" + 0.023*""coro"""
3,4,"0.061*""estoy"" + 0.039*""llora"" + 0.039*""para"" + 0.032*""aunque"" + 0.030*""sentimiento"" + 0.029*""amor"" + 0.028*""como"" + 0.027*""hombre"" + 0.027*""porque"" + 0.023*""right"""
4,5,"0.064*""nada"" + 0.052*""ella"" + 0.041*""noche"" + 0.035*""hace"" + 0.035*""amor"" + 0.034*""corazón"" + 0.034*""baby"" + 0.033*""quiero"" + 0.032*""pero"" + 0.032*""feliz"""
