,topic no,words
0,1,"0.005*""swear"" + 0.005*""love"" + 0.005*""never"" + 0.005*""gone"" + 0.005*""nothing"" + 0.004*""done"" + 0.004*""keep"" + 0.004*""made"" + 0.004*""baby"" + 0.004*""tell"""
1,2,"0.016*""watch"" + 0.012*""saying"" + 0.008*""bos"" + 0.007*""band"" + 0.007*""better"" + 0.007*""everything"" + 0.006*""woah"" + 0.005*""want"" + 0.005*""thang"" + 0.004*""play"""
2,3,"0.012*""thugger"" + 0.009*""thug"" + 0.008*""flex"" + 0.007*""hook"" + 0.007*""world"" + 0.006*""love"" + 0.006*""young"" + 0.006*""table"" + 0.006*""dollar"" + 0.006*""another"""
3,4,"0.012*""woah"" + 0.007*""boy"" + 0.006*""roll"" + 0.006*""yall"" + 0.006*""minute"" + 0.006*""made"" + 0.006*""cost"" + 0.006*""party"" + 0.005*""different"" + 0.005*""thousand"""
4,5,"0.015*""song"" + 0.008*""worried"" + 0.007*""water"" + 0.005*""bullet"" + 0.005*""pull"" + 0.005*""pas"" + 0.005*""chicken"" + 0.005*""rest"" + 0.004*""hate"" + 0.004*""keep"""
