,topic no,words
0,1,"0.014*""really"" + 0.008*""talk"" + 0.008*""shorty"" + 0.007*""bark"" + 0.006*""good"" + 0.006*""touch"" + 0.006*""forget"" + 0.006*""walk"" + 0.006*""stuff"" + 0.006*""make"""
1,2,"0.016*""hood"" + 0.008*""changed"" + 0.007*""people"" + 0.007*""already"" + 0.007*""miss"" + 0.006*""money"" + 0.006*""sure"" + 0.006*""lose"" + 0.006*""nigga"" + 0.006*""song"""
2,3,"0.013*""bounce"" + 0.008*""first"" + 0.008*""think"" + 0.007*""mind"" + 0.007*""shit"" + 0.007*""money"" + 0.007*""buck"" + 0.006*""thing"" + 0.006*""baby"" + 0.006*""life"""
3,4,"0.011*""rock"" + 0.008*""understand"" + 0.007*""remember"" + 0.006*""miss"" + 0.006*""mama"" + 0.006*""loving"" + 0.006*""kiss"" + 0.006*""lambo"" + 0.006*""saying"" + 0.006*""drama"""
4,5,"0.011*""nigga"" + 0.008*""bitch"" + 0.008*""shit"" + 0.008*""fuck"" + 0.006*""money"" + 0.006*""baby"" + 0.006*""give"" + 0.005*""pussy"" + 0.005*""girl"" + 0.005*""cause"""
