,topic no,words
0,1,"0.011*""mane"" + 0.008*""trippy"" + 0.008*""play"" + 0.006*""rollin"" + 0.006*""saying"" + 0.006*""smoke"" + 0.006*""working"" + 0.005*""stupid"" + 0.005*""cash"" + 0.005*""talking"""
1,2,"0.008*""touch"" + 0.007*""knock"" + 0.007*""song"" + 0.007*""help"" + 0.006*""pack"" + 0.006*""lean"" + 0.005*""codeine"" + 0.005*""tell"" + 0.005*""mane"" + 0.005*""movin"""
2,3,"0.009*""gimme"" + 0.008*""hell"" + 0.006*""chevy"" + 0.006*""green"" + 0.005*""triple"" + 0.005*""talking"" + 0.005*""believe"" + 0.005*""everything"" + 0.004*""super"" + 0.004*""ride"""
3,4,"0.008*""kush"" + 0.007*""smokin"" + 0.007*""high"" + 0.006*""love"" + 0.006*""purple"" + 0.006*""thing"" + 0.005*""higher"" + 0.005*""smoke"" + 0.005*""geeked"" + 0.005*""pussy"""
4,5,"0.006*""hoe"" + 0.005*""money"" + 0.005*""north"" + 0.004*""time"" + 0.004*""real"" + 0.004*""back"" + 0.004*""girl"" + 0.004*""tryna"" + 0.004*""love"" + 0.004*""give"""
