,topic no,words
0,1,"0.037*""home"" + 0.032*""world"" + 0.031*""river"" + 0.029*""soon"" + 0.027*""love"" + 0.026*""back"" + 0.022*""light"" + 0.021*""lost"" + 0.019*""fall"" + 0.018*""want"""
1,2,"0.030*""come"" + 0.026*""think"" + 0.026*""together"" + 0.025*""part"" + 0.019*""long"" + 0.019*""full"" + 0.018*""change"" + 0.018*""another"" + 0.016*""seen"" + 0.015*""sound"""
2,3,"0.025*""hear"" + 0.024*""time"" + 0.024*""come"" + 0.023*""maybe"" + 0.022*""water"" + 0.022*""call"" + 0.021*""away"" + 0.018*""look"" + 0.017*""know"" + 0.017*""love"""
3,4,"0.026*""never"" + 0.023*""talk"" + 0.023*""going"" + 0.023*""love"" + 0.022*""sometimes"" + 0.021*""world"" + 0.019*""eye"" + 0.017*""tell"" + 0.017*""feel"" + 0.016*""life"""
4,5,"0.035*""always"" + 0.028*""wait"" + 0.024*""fall"" + 0.023*""fire"" + 0.022*""keep"" + 0.021*""still"" + 0.020*""know"" + 0.019*""sing"" + 0.019*""day"" + 0.019*""away"""
