,topic no,words
0,1,"0.086*""girl"" + 0.037*""love"" + 0.028*""never"" + 0.028*""right"" + 0.023*""even"" + 0.022*""night"" + 0.022*""crazy"" + 0.022*""good"" + 0.021*""call"" + 0.021*""alone"""
1,2,"0.063*""baby"" + 0.052*""always"" + 0.050*""back"" + 0.046*""left"" + 0.040*""give"" + 0.031*""never"" + 0.026*""show"" + 0.024*""come"" + 0.020*""hold"" + 0.020*""tell"""
2,3,"0.046*""love"" + 0.034*""heart"" + 0.033*""know"" + 0.030*""tell"" + 0.030*""never"" + 0.029*""going"" + 0.028*""cause"" + 0.028*""waiting"" + 0.026*""right"" + 0.025*""keep"""
3,4,"0.087*""camila"" + 0.068*""ally"" + 0.046*""better"" + 0.046*""dinah"" + 0.045*""bridge"" + 0.044*""night"" + 0.038*""normani"" + 0.037*""around"" + 0.034*""post"" + 0.029*""word"""
4,5,"0.040*""feel"" + 0.032*""said"" + 0.032*""come"" + 0.029*""baby"" + 0.028*""body"" + 0.025*""want"" + 0.023*""keep"" + 0.022*""time"" + 0.021*""cause"" + 0.021*""take"""
