,topic no,words
0,1,"0.328*""right"" + 0.173*""come"" + 0.139*""feel"" + 0.073*""know"" + 0.065*""well"" + 0.063*""eye"" + 0.034*""coming"" + 0.033*""love"" + 0.031*""time"" + 0.030*""thing"""
1,2,"0.238*""love"" + 0.228*""come"" + 0.100*""well"" + 0.096*""eye"" + 0.086*""always"" + 0.074*""time"" + 0.066*""coming"" + 0.041*""right"" + 0.028*""feel"" + 0.027*""know"""
2,3,"0.241*""coming"" + 0.219*""feel"" + 0.181*""know"" + 0.170*""always"" + 0.047*""thing"" + 0.043*""love"" + 0.029*""eye"" + 0.023*""right"" + 0.016*""come"" + 0.016*""well"""
3,4,"0.233*""time"" + 0.218*""well"" + 0.149*""know"" + 0.081*""feel"" + 0.077*""come"" + 0.063*""always"" + 0.057*""thing"" + 0.042*""love"" + 0.036*""eye"" + 0.033*""coming"""
4,5,"0.349*""thing"" + 0.310*""right"" + 0.092*""love"" + 0.057*""feel"" + 0.044*""eye"" + 0.026*""time"" + 0.026*""know"" + 0.024*""come"" + 0.024*""coming"" + 0.024*""well"""
