,topic no,words
0,1,"0.026*""girl"" + 0.018*""easy"" + 0.016*""feel"" + 0.016*""love"" + 0.015*""away"" + 0.015*""never"" + 0.014*""need"" + 0.014*""tell"" + 0.012*""world"" + 0.011*""said"""
1,2,"0.022*""baby"" + 0.021*""goodbye"" + 0.019*""long"" + 0.019*""year"" + 0.018*""tough"" + 0.016*""another"" + 0.014*""stay"" + 0.012*""game"" + 0.012*""song"" + 0.011*""away"""
2,3,"0.022*""back"" + 0.021*""baby"" + 0.018*""never"" + 0.017*""right"" + 0.016*""child"" + 0.014*""make"" + 0.014*""always"" + 0.013*""lonely"" + 0.013*""hell"" + 0.013*""knew"""
3,4,"0.013*""night"" + 0.012*""well"" + 0.011*""time"" + 0.010*""last"" + 0.010*""cause"" + 0.010*""word"" + 0.010*""thing"" + 0.010*""light"" + 0.010*""young"" + 0.009*""want"""
4,5,"0.018*""roll"" + 0.018*""rock"" + 0.018*""dance"" + 0.017*""realize"" + 0.015*""dream"" + 0.014*""upon"" + 0.014*""true"" + 0.014*""someone"" + 0.013*""music"" + 0.013*""else"""
