,topic no,words
0,1,"0.029*""love"" + 0.029*""something"" + 0.025*""never"" + 0.024*""leave"" + 0.023*""find"" + 0.022*""help"" + 0.018*""fight"" + 0.017*""back"" + 0.016*""used"" + 0.016*""fall"""
1,2,"0.056*""break"" + 0.035*""close"" + 0.030*""hold"" + 0.019*""away"" + 0.018*""back"" + 0.014*""make"" + 0.009*""nothing"" + 0.009*""baby"" + 0.009*""keep"" + 0.009*""high"""
2,3,"0.031*""better"" + 0.022*""word"" + 0.021*""need"" + 0.019*""change"" + 0.019*""said"" + 0.018*""away"" + 0.016*""wait"" + 0.016*""love"" + 0.015*""together"" + 0.015*""hurt"""
3,4,"0.027*""nothing"" + 0.023*""sean"" + 0.022*""body"" + 0.019*""call"" + 0.018*""girl"" + 0.017*""world"" + 0.017*""want"" + 0.016*""tonight"" + 0.016*""money"" + 0.016*""home"""
4,5,"0.026*""light"" + 0.021*""want"" + 0.019*""high"" + 0.019*""everything"" + 0.019*""maybe"" + 0.019*""girl"" + 0.018*""ride"" + 0.017*""feel"" + 0.017*""night"" + 0.016*""feeling"""
