,topic no,words
0,1,"0.016*""better"" + 0.015*""babe"" + 0.013*""hope"" + 0.012*""ring"" + 0.012*""think"" + 0.011*""star"" + 0.010*""trap"" + 0.010*""number"" + 0.009*""really"" + 0.009*""stop"""
1,2,"0.013*""want"" + 0.012*""girl"" + 0.012*""show"" + 0.012*""give"" + 0.010*""fuck"" + 0.010*""shawty"" + 0.009*""take"" + 0.009*""swear"" + 0.009*""right"" + 0.009*""love"""
2,3,"0.021*""bang"" + 0.018*""high"" + 0.017*""believe"" + 0.016*""rollin"" + 0.014*""shawty"" + 0.012*""school"" + 0.011*""said"" + 0.009*""went"" + 0.009*""smoke"" + 0.009*""eye"""
3,4,"0.012*""squad"" + 0.009*""zoowap"" + 0.009*""gang"" + 0.009*""shit"" + 0.009*""fine"" + 0.009*""damn"" + 0.008*""remy"" + 0.008*""cause"" + 0.007*""band"" + 0.007*""bitch"""
4,5,"0.014*""break"" + 0.013*""friend"" + 0.011*""woah"" + 0.009*""love"" + 0.008*""show"" + 0.008*""best"" + 0.008*""shawty"" + 0.008*""another"" + 0.008*""blue"" + 0.008*""around"""
