,topic no,words
0,1,"0.025*""back"" + 0.015*""take"" + 0.015*""nothing"" + 0.014*""bring"" + 0.013*""go"" + 0.012*""whoa"" + 0.012*""home"" + 0.012*""better"" + 0.011*""love"" + 0.011*""said"""
1,2,"0.033*""love"" + 0.016*""girl"" + 0.015*""know"" + 0.012*""away"" + 0.011*""people"" + 0.011*""look"" + 0.011*""still"" + 0.011*""help"" + 0.010*""give"" + 0.010*""hide"""
2,3,"0.023*""want"" + 0.021*""lonely"" + 0.016*""know"" + 0.015*""love"" + 0.014*""going"" + 0.013*""hold"" + 0.013*""right"" + 0.013*""leave"" + 0.013*""baby"" + 0.012*""child"""
3,4,"0.020*""shake"" + 0.018*""well"" + 0.017*""tonight"" + 0.017*""george"" + 0.017*""roll"" + 0.015*""happy"" + 0.015*""anything"" + 0.014*""shout"" + 0.013*""thank"" + 0.013*""everybody"""
4,5,"0.037*""baby"" + 0.025*""come"" + 0.017*""love"" + 0.016*""honey"" + 0.016*""together"" + 0.016*""number"" + 0.014*""rain"" + 0.014*""mine"" + 0.012*""home"" + 0.012*""night"""
