,topic no,words
0,1,"0.057*""standing"" + 0.048*""head"" + 0.033*""look"" + 0.033*""time"" + 0.027*""hope"" + 0.024*""eye"" + 0.023*""think"" + 0.023*""cause"" + 0.022*""mind"" + 0.021*""heart"""
1,2,"0.058*""world"" + 0.054*""another"" + 0.049*""come"" + 0.036*""never"" + 0.034*""away"" + 0.032*""find"" + 0.032*""walk"" + 0.028*""still"" + 0.027*""stand"" + 0.025*""leave"""
2,3,"0.046*""time"" + 0.038*""break"" + 0.036*""going"" + 0.032*""keep"" + 0.030*""first"" + 0.029*""always"" + 0.029*""away"" + 0.028*""take"" + 0.026*""even"" + 0.026*""around"""
3,4,"0.045*""love"" + 0.033*""feel"" + 0.030*""take"" + 0.029*""right"" + 0.028*""cause"" + 0.027*""gone"" + 0.027*""never"" + 0.025*""hope"" + 0.025*""anything"" + 0.025*""said"""
4,5,"0.016*""someone"" + 0.016*""feel"" + 0.016*""hope"" + 0.016*""eye"" + 0.016*""lose"" + 0.015*""never"" + 0.015*""cause"" + 0.015*""thought"" + 0.015*""hard"" + 0.015*""love"""
