,topic no,words
0,1,"0.031*""change"" + 0.029*""still"" + 0.027*""sometimes"" + 0.027*""want"" + 0.026*""time"" + 0.024*""good"" + 0.024*""something"" + 0.022*""make"" + 0.022*""feel"" + 0.022*""life"""
1,2,"0.042*""find"" + 0.038*""leave"" + 0.034*""thing"" + 0.032*""rain"" + 0.031*""love"" + 0.027*""take"" + 0.026*""everything"" + 0.024*""never"" + 0.023*""girl"" + 0.021*""hair"""
2,3,"0.041*""soul"" + 0.041*""come"" + 0.037*""tell"" + 0.032*""baby"" + 0.029*""song"" + 0.027*""never"" + 0.025*""might"" + 0.025*""turn"" + 0.024*""mine"" + 0.024*""girl"""
3,4,"0.064*""know"" + 0.054*""hear"" + 0.041*""mind"" + 0.032*""live"" + 0.029*""sweet"" + 0.022*""friend"" + 0.022*""heart"" + 0.021*""walk"" + 0.020*""eye"" + 0.019*""love"""
4,5,"0.032*""need"" + 0.024*""baby"" + 0.024*""going"" + 0.022*""home"" + 0.022*""long"" + 0.022*""little"" + 0.022*""think"" + 0.021*""nothing"" + 0.019*""eye"" + 0.018*""please"""
