,topic no,words
0,1,"0.064*""thing"" + 0.063*""still"" + 0.045*""maybe"" + 0.037*""lost"" + 0.037*""said"" + 0.035*""word"" + 0.034*""lose"" + 0.034*""need"" + 0.033*""friend"" + 0.033*""year"""
1,2,"0.054*""love"" + 0.044*""baby"" + 0.038*""wait"" + 0.036*""hold"" + 0.035*""lost"" + 0.034*""coming"" + 0.029*""know"" + 0.028*""never"" + 0.028*""feel"" + 0.027*""time"""
2,3,"0.067*""fall"" + 0.057*""night"" + 0.045*""turn"" + 0.045*""hand"" + 0.045*""light"" + 0.044*""want"" + 0.036*""back"" + 0.036*""left"" + 0.034*""come"" + 0.032*""year"""
3,4,"0.050*""come"" + 0.046*""keep"" + 0.044*""away"" + 0.042*""something"" + 0.042*""love"" + 0.039*""want"" + 0.037*""everything"" + 0.036*""take"" + 0.033*""heart"" + 0.031*""right"""
4,5,"0.078*""mind"" + 0.067*""left"" + 0.055*""last"" + 0.052*""head"" + 0.049*""know"" + 0.037*""maybe"" + 0.033*""look"" + 0.030*""without"" + 0.024*""lose"" + 0.024*""nothing"""
