,topic no,words
0,1,"0.017*""never"" + 0.016*""call"" + 0.014*""still"" + 0.014*""want"" + 0.013*""standing"" + 0.013*""listen"" + 0.013*""away"" + 0.012*""long"" + 0.012*""kiss"" + 0.011*""head"""
1,2,"0.014*""baby"" + 0.014*""need"" + 0.014*""want"" + 0.012*""take"" + 0.012*""love"" + 0.010*""heart"" + 0.010*""beautiful"" + 0.010*""hold"" + 0.010*""change"" + 0.009*""show"""
2,3,"0.040*""christmas"" + 0.023*""never"" + 0.020*""come"" + 0.017*""thing"" + 0.017*""walk"" + 0.015*""year"" + 0.015*""back"" + 0.013*""please"" + 0.013*""lonely"" + 0.012*""hear"""
3,4,"0.020*""give"" + 0.019*""baby"" + 0.019*""wrong"" + 0.018*""better"" + 0.016*""right"" + 0.015*""gone"" + 0.014*""breath"" + 0.013*""little"" + 0.012*""everything"" + 0.012*""crazy"""
4,5,"0.019*""tell"" + 0.018*""life"" + 0.018*""night"" + 0.017*""love"" + 0.014*""tear"" + 0.013*""help"" + 0.012*""skin"" + 0.012*""pride"" + 0.011*""goodbye"" + 0.011*""wanted"""
