,topic no,words
0,1,"0.086*""dance"" + 0.063*""baby"" + 0.045*""money"" + 0.039*""play"" + 0.039*""love"" + 0.038*""want"" + 0.037*""know"" + 0.034*""feel"" + 0.034*""house"" + 0.027*""another"""
1,2,"0.113*""shake"" + 0.080*""around"" + 0.060*""feel"" + 0.053*""love"" + 0.040*""feelin"" + 0.033*""looking"" + 0.031*""naked"" + 0.030*""want"" + 0.028*""show"" + 0.027*""make"""
2,3,"0.114*""poppin"" + 0.080*""hand"" + 0.076*""play"" + 0.075*""bitch"" + 0.074*""take"" + 0.062*""night"" + 0.056*""drink"" + 0.033*""looking"" + 0.031*""nigga"" + 0.029*""back"""
3,4,"0.059*""party"" + 0.054*""hand"" + 0.046*""rock"" + 0.038*""make"" + 0.038*""shake"" + 0.036*""good"" + 0.035*""body"" + 0.032*""thing"" + 0.031*""house"" + 0.028*""baby"""
4,5,"0.025*""baby"" + 0.025*""want"" + 0.024*""hand"" + 0.024*""back"" + 0.022*""show"" + 0.022*""shake"" + 0.022*""rock"" + 0.022*""stop"" + 0.021*""around"" + 0.021*""party"""
