,topic no,words
0,1,"0.503*""time"" + 0.497*""know"""
1,2,"0.686*""time"" + 0.314*""know"""
2,3,"0.969*""time"" + 0.031*""know"""
3,4,"0.838*""know"" + 0.162*""time"""
4,5,"0.596*""know"" + 0.404*""time"""
