,topic no,words
0,1,"0.004*""life"" + 0.003*""around"" + 0.003*""want"" + 0.003*""check"" + 0.003*""young"" + 0.003*""bitch"" + 0.003*""never"" + 0.003*""fuck"" + 0.003*""dream"" + 0.003*""fucking"""
1,2,"0.004*""thang"" + 0.004*""mean"" + 0.004*""level"" + 0.003*""sorry"" + 0.002*""service"" + 0.002*""freak"" + 0.002*""bos"" + 0.002*""dollar"" + 0.002*""busting"" + 0.002*""open"""
2,3,"0.004*""everything"" + 0.003*""getting"" + 0.003*""meek"" + 0.003*""real"" + 0.003*""young"" + 0.003*""first"" + 0.003*""bitch"" + 0.003*""love"" + 0.003*""second"" + 0.003*""come"""
3,4,"0.005*""straight"" + 0.004*""right"" + 0.004*""probably"" + 0.004*""drop"" + 0.003*""rack"" + 0.003*""hoe"" + 0.003*""miss"" + 0.003*""bottle"" + 0.003*""bitch"" + 0.003*""rose"""
4,5,"0.003*""million"" + 0.003*""2pac"" + 0.003*""tell"" + 0.003*""ballin"" + 0.003*""bitch"" + 0.003*""tryna"" + 0.003*""drop"" + 0.003*""really"" + 0.003*""lose"" + 0.003*""made"""
