,topic no,words
0,1,"0.273*""good"" + 0.127*""said"" + 0.077*""keep"" + 0.070*""fall"" + 0.065*""time"" + 0.055*""make"" + 0.046*""want"" + 0.043*""sure"" + 0.039*""need"" + 0.029*""heart"""
1,2,"0.222*""feel"" + 0.170*""back"" + 0.092*""take"" + 0.082*""give"" + 0.071*""time"" + 0.056*""keep"" + 0.052*""head"" + 0.052*""heart"" + 0.049*""love"" + 0.026*""make"""
2,3,"0.296*""love"" + 0.103*""want"" + 0.097*""heart"" + 0.078*""need"" + 0.057*""fall"" + 0.051*""make"" + 0.046*""thing"" + 0.034*""sure"" + 0.034*""time"" + 0.034*""mind"""
3,4,"0.329*""never"" + 0.140*""need"" + 0.118*""time"" + 0.077*""back"" + 0.071*""thing"" + 0.042*""head"" + 0.018*""make"" + 0.018*""feel"" + 0.017*""sure"" + 0.017*""heart"""
4,5,"0.147*""thing"" + 0.120*""keep"" + 0.120*""sure"" + 0.106*""mind"" + 0.080*""heart"" + 0.076*""fall"" + 0.058*""never"" + 0.037*""head"" + 0.037*""make"" + 0.037*""give"""
