,topic no,words
0,1,"0.004*""gold"" + 0.003*""show"" + 0.003*""real"" + 0.003*""fuck"" + 0.003*""keep"" + 0.003*""dream"" + 0.003*""made"" + 0.003*""number"" + 0.003*""comin"" + 0.003*""sucker"""
1,2,"0.005*""else"" + 0.004*""tired"" + 0.004*""alone"" + 0.004*""dont"" + 0.003*""weave"" + 0.003*""baby"" + 0.003*""soul"" + 0.003*""love"" + 0.003*""found"" + 0.003*""groupie"""
2,3,"0.004*""girl"" + 0.004*""work"" + 0.004*""bitch"" + 0.003*""ambition"" + 0.003*""baby"" + 0.003*""take"" + 0.003*""love"" + 0.003*""time"" + 0.003*""flow"" + 0.003*""shit"""
3,4,"0.007*""lookin"" + 0.005*""away"" + 0.005*""alright"" + 0.004*""black"" + 0.004*""good"" + 0.004*""money"" + 0.004*""love"" + 0.004*""right"" + 0.004*""chillin"" + 0.003*""name"""
4,5,"0.004*""tryna"" + 0.003*""shawty"" + 0.003*""fuck"" + 0.003*""girl"" + 0.003*""right"" + 0.003*""winning"" + 0.003*""hella"" + 0.003*""fine"" + 0.003*""life"" + 0.003*""reason"""
