,topic no,words
0,1,"0.374*""world"" + 0.250*""love"" + 0.093*""know"" + 0.075*""time"" + 0.072*""make"" + 0.031*""thing"" + 0.028*""inside"" + 0.027*""look"" + 0.025*""heart"" + 0.025*""life"""
1,2,"0.196*""know"" + 0.162*""love"" + 0.148*""make"" + 0.132*""heart"" + 0.132*""inside"" + 0.084*""look"" + 0.073*""time"" + 0.030*""world"" + 0.023*""life"" + 0.020*""thing"""
2,3,"0.108*""know"" + 0.106*""life"" + 0.104*""make"" + 0.104*""look"" + 0.104*""world"" + 0.098*""heart"" + 0.098*""love"" + 0.093*""thing"" + 0.093*""inside"" + 0.093*""time"""
3,4,"0.451*""thing"" + 0.147*""life"" + 0.145*""time"" + 0.066*""love"" + 0.058*""know"" + 0.029*""world"" + 0.027*""inside"" + 0.026*""make"" + 0.026*""heart"" + 0.026*""look"""
4,5,"0.347*""life"" + 0.149*""world"" + 0.133*""look"" + 0.109*""heart"" + 0.090*""time"" + 0.068*""know"" + 0.036*""inside"" + 0.027*""love"" + 0.021*""make"" + 0.019*""thing"""
