,topic no,words
0,1,"0.038*""feeling"" + 0.029*""feel"" + 0.020*""right"" + 0.020*""wish"" + 0.018*""make"" + 0.017*""good"" + 0.015*""never"" + 0.015*""tear"" + 0.015*""fall"" + 0.015*""inside"""
1,2,"0.023*""keep"" + 0.023*""believe"" + 0.022*""forget"" + 0.019*""side"" + 0.019*""little"" + 0.019*""hard"" + 0.019*""know"" + 0.018*""back"" + 0.017*""touch"" + 0.017*""real"""
2,3,"0.039*""christmas"" + 0.025*""baby"" + 0.023*""make"" + 0.022*""love"" + 0.019*""want"" + 0.018*""going"" + 0.018*""even"" + 0.016*""give"" + 0.015*""nobody"" + 0.015*""better"""
3,4,"0.035*""everything"" + 0.034*""never"" + 0.031*""love"" + 0.024*""without"" + 0.023*""around"" + 0.023*""head"" + 0.022*""heart"" + 0.021*""next"" + 0.020*""enough"" + 0.020*""coming"""
4,5,"0.024*""hand"" + 0.024*""world"" + 0.022*""little"" + 0.022*""heart"" + 0.022*""tonight"" + 0.020*""right"" + 0.019*""know"" + 0.018*""wait"" + 0.018*""feel"" + 0.018*""break"""
