,topic no,words
0,1,"0.023*""never"" + 0.021*""tonight"" + 0.017*""baby"" + 0.016*""heart"" + 0.014*""getting"" + 0.014*""road"" + 0.014*""hard"" + 0.013*""field"" + 0.013*""better"" + 0.013*""friend"""
1,2,"0.017*""another"" + 0.016*""nothing"" + 0.016*""said"" + 0.016*""everything"" + 0.016*""love"" + 0.015*""night"" + 0.015*""call"" + 0.014*""baby"" + 0.013*""done"" + 0.013*""need"""
2,3,"0.025*""need"" + 0.021*""wrong"" + 0.017*""stay"" + 0.014*""something"" + 0.014*""head"" + 0.013*""gone"" + 0.013*""party"" + 0.013*""tonight"" + 0.013*""might"" + 0.012*""best"""
3,4,"0.014*""beer"" + 0.014*""country"" + 0.014*""make"" + 0.014*""going"" + 0.012*""little"" + 0.012*""good"" + 0.012*""girl"" + 0.012*""night"" + 0.012*""look"" + 0.011*""high"""
4,5,"0.018*""moon"" + 0.015*""song"" + 0.014*""light"" + 0.014*""road"" + 0.014*""love"" + 0.013*""gone"" + 0.012*""want"" + 0.012*""back"" + 0.012*""thought"" + 0.012*""town"""
