,topic no,words
0,1,"0.531*""world"" + 0.264*""take"" + 0.156*""heart"" + 0.021*""fuck"" + 0.015*""know"" + 0.014*""right"""
1,2,"0.222*""heart"" + 0.178*""right"" + 0.170*""take"" + 0.154*""fuck"" + 0.138*""know"" + 0.138*""world"""
2,3,"0.881*""heart"" + 0.027*""fuck"" + 0.024*""know"" + 0.023*""right"" + 0.023*""world"" + 0.023*""take"""
3,4,"0.643*""know"" + 0.241*""take"" + 0.059*""right"" + 0.021*""world"" + 0.019*""fuck"" + 0.017*""heart"""
4,5,"0.493*""right"" + 0.456*""fuck"" + 0.013*""take"" + 0.013*""know"" + 0.013*""heart"" + 0.013*""world"""
