,topic no,words
0,1,"0.190*""right"" + 0.164*""never"" + 0.123*""cause"" + 0.113*""make"" + 0.109*""time"" + 0.101*""take"" + 0.068*""come"" + 0.057*""know"" + 0.022*""need"" + 0.021*""tell"""
1,2,"0.252*""baby"" + 0.170*""love"" + 0.127*""need"" + 0.085*""make"" + 0.070*""cause"" + 0.062*""come"" + 0.054*""right"" + 0.051*""know"" + 0.035*""never"" + 0.035*""tell"""
2,3,"0.286*""take"" + 0.141*""time"" + 0.122*""need"" + 0.100*""know"" + 0.100*""come"" + 0.065*""tell"" + 0.043*""right"" + 0.030*""cause"" + 0.029*""baby"" + 0.028*""love"""
3,4,"0.300*""tell"" + 0.182*""love"" + 0.163*""know"" + 0.065*""time"" + 0.061*""come"" + 0.060*""take"" + 0.042*""baby"" + 0.038*""make"" + 0.028*""need"" + 0.021*""right"""
4,5,"0.095*""tell"" + 0.088*""baby"" + 0.086*""take"" + 0.085*""never"" + 0.083*""love"" + 0.083*""come"" + 0.082*""know"" + 0.081*""need"" + 0.081*""time"" + 0.080*""make"""
