,topic no,words
0,1,"0.048*""little"" + 0.046*""girl"" + 0.038*""love"" + 0.037*""away"" + 0.034*""time"" + 0.032*""nothing"" + 0.031*""friend"" + 0.029*""left"" + 0.026*""know"" + 0.025*""people"""
1,2,"0.051*""hold"" + 0.050*""line"" + 0.047*""take"" + 0.044*""believe"" + 0.039*""truth"" + 0.036*""feel"" + 0.032*""tell"" + 0.029*""back"" + 0.027*""hand"" + 0.024*""make"""
2,3,"0.093*""someone"" + 0.046*""believe"" + 0.045*""need"" + 0.043*""love"" + 0.032*""still"" + 0.025*""said"" + 0.023*""always"" + 0.023*""mean"" + 0.023*""life"" + 0.022*""better"""
3,4,"0.079*""name"" + 0.074*""night"" + 0.057*""think"" + 0.053*""come"" + 0.035*""baby"" + 0.029*""whole"" + 0.029*""always"" + 0.023*""back"" + 0.022*""make"" + 0.021*""last"""
4,5,"0.043*""want"" + 0.039*""baby"" + 0.030*""need"" + 0.029*""love"" + 0.028*""hard"" + 0.027*""world"" + 0.026*""know"" + 0.025*""feel"" + 0.025*""even"" + 0.024*""good"""
