,topic no,words
0,1,"0.033*""stop"" + 0.025*""please"" + 0.022*""dance"" + 0.019*""away"" + 0.015*""break"" + 0.013*""face"" + 0.013*""hand"" + 0.012*""love"" + 0.012*""head"" + 0.012*""keep"""
1,2,"0.023*""life"" + 0.023*""said"" + 0.021*""found"" + 0.019*""pull"" + 0.018*""bitch"" + 0.017*""stand"" + 0.016*""place"" + 0.015*""lost"" + 0.014*""must"" + 0.014*""right"""
2,3,"0.019*""still"" + 0.018*""ride"" + 0.018*""come"" + 0.014*""girl"" + 0.014*""want"" + 0.014*""talk"" + 0.013*""name"" + 0.012*""walk"" + 0.011*""everything"" + 0.011*""take"""
3,4,"0.037*""love"" + 0.025*""always"" + 0.024*""dream"" + 0.022*""sure"" + 0.022*""star"" + 0.019*""apart"" + 0.018*""think"" + 0.018*""mine"" + 0.015*""hard"" + 0.015*""last"""
4,5,"0.022*""baby"" + 0.019*""love"" + 0.016*""show"" + 0.015*""want"" + 0.015*""sorry"" + 0.015*""take"" + 0.015*""wait"" + 0.014*""rihanna"" + 0.014*""night"" + 0.013*""babe"""
