,topic no,words
0,1,"0.074*""money"" + 0.021*""look"" + 0.021*""little"" + 0.019*""said"" + 0.018*""true"" + 0.018*""cause"" + 0.018*""everybody"" + 0.018*""please"" + 0.016*""hard"" + 0.016*""world"""
1,2,"0.074*""girl"" + 0.050*""told"" + 0.046*""everybody"" + 0.040*""hand"" + 0.040*""think"" + 0.034*""tell"" + 0.033*""well"" + 0.029*""money"" + 0.026*""look"" + 0.024*""cause"""
2,3,"0.114*""christmas"" + 0.055*""back"" + 0.049*""world"" + 0.039*""whole"" + 0.035*""best"" + 0.032*""tell"" + 0.030*""make"" + 0.027*""time"" + 0.026*""take"" + 0.023*""game"""
3,4,"0.041*""love"" + 0.040*""want"" + 0.033*""feel"" + 0.030*""thing"" + 0.029*""true"" + 0.029*""someone"" + 0.025*""little"" + 0.025*""everything"" + 0.025*""look"" + 0.024*""good"""
4,5,"0.045*""need"" + 0.042*""soul"" + 0.042*""share"" + 0.037*""brother"" + 0.034*""come"" + 0.033*""life"" + 0.032*""good"" + 0.031*""long"" + 0.030*""right"" + 0.030*""money"""
