,topic no,words
0,1,"0.062*""push"" + 0.045*""away"" + 0.041*""something"" + 0.040*""world"" + 0.033*""night"" + 0.029*""cause"" + 0.028*""need"" + 0.027*""hear"" + 0.027*""long"" + 0.026*""come"""
1,2,"0.039*""life"" + 0.037*""last"" + 0.035*""baby"" + 0.035*""find"" + 0.034*""lose"" + 0.034*""fight"" + 0.032*""feel"" + 0.031*""love"" + 0.030*""falling"" + 0.022*""make"""
2,3,"0.056*""break"" + 0.037*""time"" + 0.035*""want"" + 0.031*""give"" + 0.030*""show"" + 0.029*""tell"" + 0.028*""left"" + 0.027*""mind"" + 0.025*""someone"" + 0.025*""heart"""
3,4,"0.060*""know"" + 0.057*""want"" + 0.049*""care"" + 0.047*""love"" + 0.038*""soul"" + 0.035*""touch"" + 0.034*""fear"" + 0.034*""need"" + 0.031*""control"" + 0.026*""cause"""
4,5,"0.059*""make"" + 0.045*""alone"" + 0.041*""free"" + 0.032*""never"" + 0.029*""sleep"" + 0.029*""feel"" + 0.027*""please"" + 0.027*""away"" + 0.026*""feeling"" + 0.025*""know"""
