,topic no,words
0,1,"0.015*""bruh"" + 0.010*""motherfucking"" + 0.008*""pussy"" + 0.007*""living"" + 0.007*""right"" + 0.006*""live"" + 0.006*""forever"" + 0.006*""baby"" + 0.006*""dont"" + 0.005*""slip"""
1,2,"0.011*""goon"" + 0.010*""fuckin"" + 0.009*""pussy"" + 0.008*""round"" + 0.008*""shawty"" + 0.007*""body"" + 0.007*""keep"" + 0.007*""baby"" + 0.007*""tonight"" + 0.006*""hand"""
2,3,"0.007*""fuck"" + 0.006*""bitch"" + 0.006*""already"" + 0.006*""never"" + 0.005*""cause"" + 0.005*""real"" + 0.005*""street"" + 0.005*""shit"" + 0.005*""something"" + 0.005*""still"""
3,4,"0.010*""people"" + 0.009*""motherfucking"" + 0.008*""pretty"" + 0.007*""another"" + 0.007*""coming"" + 0.007*""ride"" + 0.007*""blue"" + 0.006*""hate"" + 0.006*""pressure"" + 0.006*""keep"""
4,5,"0.010*""dick"" + 0.010*""bitch"" + 0.010*""girl"" + 0.008*""damn"" + 0.008*""money"" + 0.008*""really"" + 0.007*""thang"" + 0.007*""good"" + 0.007*""tryna"" + 0.007*""bos"""
