,topic no,words
0,1,"0.034*""baby"" + 0.028*""girl"" + 0.024*""love"" + 0.023*""little"" + 0.023*""good"" + 0.021*""make"" + 0.019*""take"" + 0.018*""back"" + 0.018*""never"" + 0.017*""turn"""
1,2,"0.076*""talk"" + 0.053*""call"" + 0.048*""bottle"" + 0.038*""know"" + 0.028*""little"" + 0.025*""truck"" + 0.024*""leave"" + 0.023*""thing"" + 0.022*""give"" + 0.022*""live"""
2,3,"0.038*""high"" + 0.033*""summer"" + 0.025*""sweet"" + 0.024*""gone"" + 0.023*""away"" + 0.021*""everything"" + 0.019*""night"" + 0.019*""never"" + 0.018*""make"" + 0.018*""said"""
3,4,"0.036*""friend"" + 0.023*""high"" + 0.019*""take"" + 0.018*""bottle"" + 0.018*""life"" + 0.018*""leave"" + 0.018*""tell"" + 0.018*""ride"" + 0.017*""going"" + 0.017*""well"""
4,5,"0.045*""anything"" + 0.039*""might"" + 0.038*""pretty"" + 0.028*""hand"" + 0.028*""baby"" + 0.028*""everything"" + 0.028*""home"" + 0.028*""ride"" + 0.024*""talk"" + 0.024*""party"""
