,topic no,words
0,1,"0.016*""take"" + 0.016*""wish"" + 0.015*""sleeping"" + 0.015*""sleep"" + 0.013*""dream"" + 0.012*""make"" + 0.012*""live"" + 0.012*""might"" + 0.011*""many"" + 0.011*""life"""
1,2,"0.013*""love"" + 0.013*""long"" + 0.012*""feel"" + 0.011*""well"" + 0.010*""hand"" + 0.010*""back"" + 0.009*""know"" + 0.009*""everything"" + 0.009*""coming"" + 0.009*""come"""
2,3,"0.023*""hard"" + 0.019*""sing"" + 0.014*""love"" + 0.013*""damn"" + 0.012*""better"" + 0.012*""said"" + 0.010*""young"" + 0.010*""real"" + 0.010*""together"" + 0.010*""nice"""
3,4,"0.021*""help"" + 0.020*""away"" + 0.016*""free"" + 0.015*""song"" + 0.013*""make"" + 0.013*""plan"" + 0.013*""better"" + 0.013*""love"" + 0.012*""back"" + 0.012*""name"""
4,5,"0.020*""shine"" + 0.020*""thinking"" + 0.015*""something"" + 0.012*""move"" + 0.012*""feel"" + 0.011*""tear"" + 0.010*""believe"" + 0.010*""rest"" + 0.010*""hard"" + 0.009*""child"""
