,topic no,words
0,1,"0.090*""come"" + 0.087*""want"" + 0.075*""time"" + 0.064*""still"" + 0.062*""baby"" + 0.054*""right"" + 0.049*""know"" + 0.045*""take"" + 0.040*""look"" + 0.036*""world"""
1,2,"0.082*""around"" + 0.077*""away"" + 0.077*""never"" + 0.069*""world"" + 0.057*""baby"" + 0.052*""love"" + 0.048*""long"" + 0.047*""place"" + 0.046*""come"" + 0.038*""cause"""
2,3,"0.068*""tell"" + 0.068*""fall"" + 0.056*""thing"" + 0.054*""time"" + 0.053*""feel"" + 0.050*""baby"" + 0.048*""know"" + 0.047*""around"" + 0.045*""right"" + 0.043*""place"""
3,4,"0.079*""life"" + 0.071*""back"" + 0.054*""never"" + 0.050*""need"" + 0.044*""come"" + 0.044*""good"" + 0.043*""left"" + 0.039*""tell"" + 0.038*""gone"" + 0.030*""know"""
4,5,"0.195*""want"" + 0.065*""good"" + 0.063*""wrong"" + 0.043*""make"" + 0.040*""tell"" + 0.037*""nothing"" + 0.035*""world"" + 0.034*""left"" + 0.031*""never"" + 0.030*""love"""
