,topic no,words
0,1,"0.025*""another"" + 0.022*""mine"" + 0.022*""time"" + 0.019*""life"" + 0.017*""tonight"" + 0.016*""never"" + 0.016*""face"" + 0.015*""mind"" + 0.015*""left"" + 0.014*""still"""
1,2,"0.077*""want"" + 0.040*""know"" + 0.029*""enough"" + 0.026*""pain"" + 0.023*""time"" + 0.021*""another"" + 0.021*""mind"" + 0.020*""little"" + 0.018*""stop"" + 0.016*""alone"""
2,3,"0.028*""give"" + 0.025*""ready"" + 0.023*""come"" + 0.020*""nothing"" + 0.020*""think"" + 0.019*""world"" + 0.019*""show"" + 0.018*""eye"" + 0.018*""fear"" + 0.017*""really"""
3,4,"0.031*""night"" + 0.028*""still"" + 0.025*""live"" + 0.024*""kill"" + 0.022*""make"" + 0.021*""walk"" + 0.019*""tell"" + 0.019*""behind"" + 0.018*""people"" + 0.018*""away"""
4,5,"0.031*""realize"" + 0.030*""gone"" + 0.023*""line"" + 0.020*""keep"" + 0.020*""make"" + 0.020*""lie"" + 0.019*""getting"" + 0.016*""back"" + 0.016*""killing"" + 0.015*""running"""
