,api_path,primary_artist,title,url,song_endpoint,album,release_date,lyrics,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,polarity
33,/songs/327754,Ariana Grande,Die In Your Arms,https://genius.com/Ariana-grande-die-in-your-arms-lyrics,http://api.genius.com/songs/327754,None,2012-07-06," Mhmm, uh-huh, yeah yeah, alright Mhmm, uh-huh, yeah yeah, alright   Say you love me as much as I love you, yeah Would you hurt me, baby? Could you do that to me, yeah? Would you lie to me, baby? Cause the truth hurts so much more Would you do the things that drive me crazy? Leave my heart still at the door?   Oh, I can't help it, I'm just selfish There's no way that I could share you That would break my heart to pieces Honestly the truth is   If I could just die in your arms I wouldn't mind Cause everytime you touch me I just die in your arms Oh, it feels so right Yeah, yeah So, baby, baby, please don't stop boy   You know, this ain't the first time this has happened to me This lovesick thing I like serious relationships, and uh... A girl like me don't stay single for long 'Cuz everytime a boyfriend and I break-up My world is crushed and I'm all alone The love bug comes right back up and bites me... And I'm back   Oh, if there is a reason to call me a fool Cause I love too hard Are there any rules, baby? If this is a lesson Baby, teach me to behave Just tell me what I gotta do Just to stay right next to you   Oh, I can't help it, I'm just selfish There's no way that I could share you That would break my heart to pieces Honestly the truth is   If I could just die in your arms I wouldn't mind Yeah, yeah Cause everytime you touch me I just die in your arms Ooh, it feels so right So, baby, baby, please don't stop boy   Basically I’m saying here I can’t live without my baby Loving you is so damn easy for me yeah Ain’t no need for contemplating Promise you won’t keep me waiting Tell me baby I’m all that you need   If I could just die in your arms I wouldn't mind Cause everytime you touch me I just die in your arms Oh, it feels so right So, baby, baby, please don't stop boy   If I could die (I’mma make you believe boy) I wouldn't mind Ay, ay, oooh Don't stop baby, no no oh! It's what you do to me, yeah Wooh, no no no no no no Oooh If I could just die Oooh Baby please don't go boy No no no no no no",8,5,12,14,23,25,36,14,5,16,-0.9228
34,/songs/246949,Ariana Grande,Do You Love Me?,https://genius.com/Ariana-grande-do-you-love-me-lyrics,http://api.genius.com/songs/246949,None,2012-09-01," Do you love me? (Do you love me?) Do you love me? (Do you love me?) Oh, do you love me? (Do you love me?) Now that I can dance Watch me now! Drop   I can mash potato I can do the twist Now tell me, baby Do you like it like this? Ariana, and your boy Sky Blu I gotta tell you something, baby I think I love you   Born to party, born to rock Big bad, baby, we're on top, uh Rolling in the cadi Hilowitz making hits like grandaddy Bust a move, get in the groove Baby girl, I'm into you Show me what you can do I got you, boom You're feeling some new   Tell me if it's meant to be I'd give my love, but it ain't for free So watch it now, talk is cheap Save your cash, spend time with me Say dance, dance, young romance You bad boy, better take a chance On a great date, you can hold my hand But nothing more Baby boy, I need to know   Do you love me? (Do you love me?) Do you love me, boy? (Do you love me?) Oh, do you love me ? (Do you love me?) Now that I can dance Watch me now! Drop   I can mash potato And I can do the twist Now tell me, baby Do you like it like this Ariana and my boy Sky Blu I gotta tell you, baby I think I love you!   Got the money, got the cash On the dance floor, I'm Michael Jackson Time for some action, here we go Sky Blu in the stereo Turn it up, hurry up She doing it Grande, that's what's up Her plus me, you can add it up Oh, you'll never get enough of that   Tell me if it's meant to be I'd give my love, but it ain't for free So watch it now, talk is cheap Save your cash, spend time with me Say dance, dance, young romance You bad boy better take a chance On a great date you can hold my hand But nothing more Baby boy, I need to know   Do you love me? (Do you love me?) Do you love me? (Do you love me?) Oh, do you love me, boy? (Do you love me ?) Now that I can dance Watch me now   You broke my heart 'cause I couldn't dance You didn't even want me around But now I'm back to let you know I can really shuffle 'em down, yeah !   Do you love me? (Hey, hey, hey! Whoo!) Do you love me? (Yeah ! Hey, hey, oh!) Do you love m ? (Sky Blu, baby!) Do you love me? (Ariana Grande) Do you love me? (Be rockin', be rockin', dont stop me!) Do you love me? (Put your hands up, put your hands up, put your hands up!) (Hey, hey, hey, hey, hey, hey, hey, hey, hey!) (Dance, dance young romance, oh)",9,21,12,16,61,16,70,8,10,23,0.9996
35,/songs/815821,Ariana Grande,Emotions (Mariah Carey cover),https://genius.com/Ariana-grande-emotions-mariah-carey-cover-lyrics,http://api.genius.com/songs/815821,None,2019-04-01," I feel good, I feel nice I've never felt so satisfied I'm in love, I'm alive Intoxicated, flying high It feels like a dream...   You've got me feeling emotions Deeper than I've ever dreamed of You've got me feeling emotions Higher than the heavens above   I feel good, I feel nice I've never felt so satisfied I'm in love, I'm alive Intoxicated, flying high It feels like a dream When you touch me tenderly I don't know if it's real But I like the way I feel Inside   You've got me feeling emotions Deeper than I've ever dreamed of You've got me feeling emotions Higher than the heavens above   In the morning, when I rise You are the first thing, on my mind And in the middle of the night I feel your heartbeat next to mine If feels like a dream When you love me tenderly I don't know if you're for real But I like the way I feel Inside   You've got me feeling emotions Deeper than I've ever dreamed of You've got me feeling emotions Higher than the heavens above   You know the way to make me lose control When you're looking into my eyes You make me feel so High   You've got me feeling emotions Deeper than I've ever dreamed of You've got me feeling emotions Higher than the heavens above",9,12,11,11,17,11,23,9,11,16,0.9954
36,/songs/2457497,Ariana Grande,Everyday,https://genius.com/Ariana-grande-everyday-lyrics,http://api.genius.com/songs/2457497,Dangerous Woman,2016-05-20,"Anytime I'm alone, I can't help thinking about you All I want, all I need, all I see is just me and you   He giving me that good shit That make me not quit, that good shit He giving me that good shit That make me not quit, that good shit   Oh, he give it to me Everyday, everyday, everyday, every He give it to me Everyday, everyday, everyday, every Oh, he give it to me Everyday, everyday, everyday, every He give it to me Everyday, everyday, everyday, every   Anytime, anywhere, baby boy, I can misbehave Breathe me in, breathe me out, feel me, I'm Running through your veins   He giving me that good shit That make me not quit, that good shit He giving me that good shit That make me not quit, that good shit   Oh, he give it to me Everyday, everyday, everyday, every He give it to me Everyday, everyday, everyday, every Oh, he give it to me Everyday, everyday, everyday, every He give it to me Everyday, everyday, everyday, every   He make me go.... La, la, la, la, la, la, la, la, la, la, la, la La, la, la, la, la, la, la, la Everyday, every La, la, la, la, la, la, la, la, la, la, la, la La, la, la, la, la, la, la, la Everyday, every   I put that work on you everyday When the night fall 'til the sun come up You done fell in love with a bad guy I don't compromise my passion You know what you do for me, I'm doing the same for you I don't be trippin' or makin' mistakes I made too many in my past (that's right) I fight for the things you believe in I got your body and put it in drive, baby Like I got keys in We 'bout to take us a vacation I'm 'bout to put all this vintage lovin' on you Baby, like it was the late 80s When you ride on me, baby, rotate it  [Pre-Chorus: Ariana Grande & Future] He giving me that good shit (Yeah) That make me not quit, that good shit (Let me turn it up)   Oh, he give it to me Everyday, everyday, everyday, every He give it to me Everyday, everyday, everyday, every Oh, he give it to me Everyday, everyday, everyday, every He give it to me Everyday, everyday, everyday, every   He make me go.... La, la, la, la, la, la, la, la, la, la, la, la La, la, la, la, la, la, la, la Everyday, every La, la, la, la, la, la, la, la, la, la, la, la La, la, la, la, la, la, la, la Everyday, every   Give it to me, to me (She got me on it...) Oh, he give it to me every day (She got me on it...)",14,13,12,2,18,24,26,5,11,14,-0.7742
37,/songs/3772759,Ariana Grande,​everytime,https://genius.com/Ariana-grande-everytime-lyrics,http://api.genius.com/songs/3772759,Sweetener,2018-08-17," Back to you, back to you, back to you Back to you, back to you, back to you I go back to you, back to you, back to you every time   I get tired of your no-shows You get tired of my control (Yuh) They keep telling me to let go But I don't really let go when I say so (Yuh, yuh) I keep giving people blank stares (Yeah) I'm so different when you're not there (Yuh) It's like something out of Shakespeare Because I'm really not here when you're not there   I've tried to fight our energy But every time I think I'm free (Yeah)   You get high and call on the regular I get weak and fall like a teenager Why, oh why does God keep bringing me back to you? I get drunk, pretend that I'm over it Self-destruct, show up like an idiot Why, oh why does God keep bringing me back to you?   I go back to you, back to you, back to you Back to you, back to you, back to you I go back to you, back to you, back to you every time   Just when I get on a new wave (Yuh) Boy, you look at me and I slip outta my lace They keep calling me a head-case 'Cause I can't make a good case why we can't change   I've tried to fight our energy But every time I think I'm free (Yeah)   You get high and call on the regular I get weak and fall like a teenager Why, oh why does God keep bringing me (Mmm) back to you? (Back to you, baby) I get drunk, pretend that I'm over it Self-destruct, show up like an idiot Why, oh why does God keep bringing me back to you?   I go back to you, back to you, back to you (I go back to you) Back to you, back to you, back to you (Back to you) I go back to you, back to you, back to you every time (I go) I go back to you, back to you, back to you (Yeah) Back to you, back to you, back to you I go back to you, back to you, back to you every time",3,11,3,10,6,15,9,5,2,10,0.7431
38,/songs/4067754,Ariana Grande,​fake smile,https://genius.com/Ariana-grande-fake-smile-lyrics,http://api.genius.com/songs/4067754,"thank u, next",2019-02-08," After laughter comes tears After laughter comes tears   Another night, another party, sayin' hi to everybody I’m sorry, it's time to leave, I gotta leave now Got somewhere I gotta be now, I'm starving Can somebody walk me to my car? If I go alone, I’m not gon' make it very far I'm happy for the love and all of the above If I'm being honest, I done been through way too much   I can't fake another smile I can't fake like I'm alright Woo, ah (Woo, ah) And I won't say I’m feeling fine After what I been through, I can’t lie Woo, ah (Woo, ah)   Fuck a fake smile, smile Fuck a fake smile, fake smile   I read the things they write about me Hear what they're sayin’ on the TV, it's crazy It's gettin' hard for them to shock me But every now and then, it’s shocking, don't blame me I know it's the life that I chose But baby, I'm grateful, I want you to know I'm happy for the love and all of the above If I'm being honest, I done been through way too much   I can't fake another smile I can't fake like I'm alright Woo, ah (Woo, ah) And I won't say I'm feeling fine After what I been through, I can't lie Woo, ah (Woo, ah)   Fuck a fake smile, smile Fuck a fake smile, fake smile   If I'm hurt, I ain't gon' lie about it Arms crossed with the attitude, lips pouted If I'm mad, I ain't gon' lie about it Neck roll with the attitude, yuh If I'm hurt, I ain't gon' lie about it Arms crossed with the attitude, lips pouted If I'm mad, I ain't gon' lie about it Neck roll with the attitude, yuh   I can't fake another smile (And I can't fake) I can't fake like I'm alright (Another smile) Woo, ah (Woo, ah) (Ooh) And I won't say I'm feeling fine (I'm feeling fine) After what I been through, I can't lie Woo, ah (Woo, ah)   Fuck a fake smile, smile Fuck a fake smile, fake smile (Yeah)",20,9,16,12,29,37,31,20,25,25,0.9302
39,/songs/2275721,Ariana Grande,Focus,https://genius.com/Ariana-grande-focus-lyrics,http://api.genius.com/songs/2275721,Dangerous Woman,2015-10-30," Hey I know what I came to do And that ain't gonna change So go ahead and talk your talk 'Cause I won't take the bait I'm over here doin' what I like I'm over here workin' day and night And if my real ain't real enough I'm sorry for you, bae   Let's find a light inside our universe now Where ain't nobody keep on holdin' us down Just come and get it, let them say what they say 'Cause I'm about to put them all away, woo   Focus on me, f-f-focus on me Focus on me, f-f-focus on me Focus on me (focus), f-f-focus on me (focus on me) Focus on me (focus), f-f-focus on me (focus on me)   I can tell you're curious It's written on your lips Ain't no need to hold it back Go 'head and talk your shit I know you're hopin' that I'll react I know you're hopin' I'm lookin' back But if my real ain't real enough Then I don't know what is   Let's find a light inside our universe now Where ain't nobody keep on holding us down Just come and get it, let them say what they say 'Cause I'm about to put them all away   Focus on me, f-f-focus on me Focus on me, f-f-focus on me Focus on me (focus), f-f-focus on me (focus on me) Focus on me (focus), f-f-focus on me (focus on me babe)   One, two, three, c'mon girls You know I like it (Focus on me) Come on, now, now (Focus on me) Oh, woah, hey   Let's find a light inside our universe now Where ain't nobody keep on holding us down Just come and get it, let them say what they say 'Cause I'm about to put them all away   Focus on me, f-f-focus on me (you know I like it when you focus on me) Focus on me, f-f-focus on me (focus on me) Focus on me (focus), f-f-focus on me (focus on me) Focus on me (focus), f-f-focus on me (focus on me) Focus on me, f-f-focus on me Focus on me, f-f-focus on me Focus on me (focus), f-f-focus on me (focus on me) Focus on me (focus), f-f-focus on me (focus on me)",2,0,1,3,0,2,61,0,0,6,0.8378
40,/songs/3418569,Ariana Grande,​get well soon,https://genius.com/Ariana-grande-get-well-soon-lyrics,http://api.genius.com/songs/3418569,Sweetener,2018-08-17," You can feel it, feel it Yeah, yeah   They say my system is overloaded (Girl, what’s wrong with you? Come back down) I'm too much in my head, did you notice? (Girl, what’s wrong with you? Come back down) My body's here on Earth, but I'm floating (Girl, what’s wrong with you? Come back down) Disconnected, so sometimes, I feel frozen and alone   This is for everybody Babe, you gotta take care of your body, yuh yuh Ain't no time to deny it, that is why we talking about it Yeah, we talking about it To deal with it, don't try to get by it Ain't no time to deny it So we had to sit down and just write it   Want you to get better (Woo!) My life is so controlled by the what-ifs (Girl, what’s wrong with you? Come back down) Is there anybody else whose mind does this, mmm? (Girl, what’s wrong with you? Come back down) Down, down, down, down Is there such a ladder to get above this? (Down, down, down, down, down, down, down, down) (Girl, what’s wrong with you? Come back down) Maybe I should ground myself where the mud is Before I'm gone   This is for everybody Babe, you gotta take care of your body, yuh yuh Ain't no time to deny it, that is why we talking about it Yeah, we talking about it To deal with it, don't try to get by it Ain't no time to deny it So we had to sit down and just write it   You can work your way to the top (You can feel it, feel it, woo) Just know that there’s up and downs and there's drops (You can feel it, feel it, woo) Unfollow fear and just say ""You are blocked"" (You can feel it, feel it, yuh) Just know there is so much room at the top (You can feel it, feel it, yuh)   Well here's one thing you can trust, yuh It take you and me to make us One of those days you had enough, I'll be there, yuh yuh yuh 'Cause if it ain't one thing, it's another When you need someone to pull you out the bubble I'll be right there just to hug you, I'll be there Where are you? Are you home? Call me right on the phone I'll be there, yeah, I'll be there I don't care who is gone, you shouldn't be alone I'll be there, there   You can work your way to the top (Woo!) (You can feel it, feel it, woo) (I'm with you, I'm with you, I'm with you, just call me I'm with you, I'm with you) Just know that there’s up and downs and there's drops (You can feel it, feel it babe) (I'm with you, I'm with you, I'm with you, just call me I'm with you, I'm with you) Unfollow fear and just say ""you are blocked"" (You can feel it, feel it, yuh) (I'm with you, I'm with you, I'm with you, just call me I'm with you, I'm with you) Just know there is so much room at the top (You can feel it, feel it, yeh) (I'm with you, I'm with you, I'm with you, just call me No matter the issue) No matter what, uh uh uh   Here's one thing you can trust, yuh It take you and me to make us One of those days you had enough, I'll be there, I'll be there 'Cause if it ain't one thing, it's another If you need someone to pull you out the bubble I'll be right there just to hug you, I'll be there Where are you? Are you home? Call me right on the phone I'll be there, yeah, I'll be there, I'll be there I don't care who is gone, you shouldn't be alone I'll be there, ooh, there   You can work your way to the top (You can feel it, feel it)",6,11,0,2,4,14,15,1,2,17,0.9503
41,/songs/4067759,Ariana Grande,​ghostin,https://genius.com/Ariana-grande-ghostin-lyrics,http://api.genius.com/songs/4067759,"thank u, next",2019-02-08," I know you hear me when I cry I try to hold it in at night While you're sleeping next to me But it's your arms that I need this time (This time) Look at the cards that we've been dealt If you were anybody else Probably wouldn't last a day Every tear's a rain parade from hell (From hell)   Baby, you do it so well You've been so understanding, you've been so good And I'm puttin' you through more than one ever should And I'm hating myself 'cause you don't want to Admit that it hurts you   I know that it breaks your heart when I cry again Over him, mmh I know that it breaks your heart when I cry again 'Stead of ghostin' him   We'll get through this, we'll get past this, I'm a girl with A whole lot of baggage But I love you, we'll get past this, I'm a girl with A whole lot of baggage, oh yeah   Though I wish he were here instead Don't want that living in your head He just comes to visit me When I'm dreaming every now and then (And then) And after all that we been through (And after all that we been through) There's so much to look forward to What was done and what was said Leave it all here in this bed with you (With you)   Baby, you do it so well You've been so understanding, you've been so good And I'm puttin' you through more than one ever should And I'm hating myself 'cause you don't want to Admit that it hurts you, baby   I know that it breaks your heart when I cry again Over him, mmh I know that it breaks your heart when I cry again 'Stead of ghostin' him   We'll get through this, we'll get past this, I'm a girl with (Girl with) A whole lot of baggage But I love you (Love you), we'll get past this (Past this) I'm a girl with a whole lot of baggage, yeah yeah",6,5,2,5,9,13,16,10,8,7,-0.7452
42,/songs/3681280,Ariana Grande,​God is a woman,https://genius.com/Ariana-grande-god-is-a-woman-lyrics,http://api.genius.com/songs/3681280,Sweetener,2018-07-13," You, you love it how I move you You love it how I touch you, my one When all is said and done You'll believe God is a woman And I, I feel it after midnight A feelin' that you can't fight, my one It lingers when we're done You'll believe God is a woman   I don't wanna waste no time, yeah You ain't got a one-track mind, yeah Have it any way you like, yeah And I can tell that you know I know how I want it Ain't nobody else can relate Boy, I like that you ain't afraid Baby, lay me down and let's pray I'm tellin' you the way I like it, how I want it   (Yeah) And I can be all the things you told me not to be (Yeah) When you try to come for me, I keep on flourishing (Yeah) And he see the universe when I'm the company It's all in me   You, you love it how I move you You love it how I touch you, my one When all is said and done You'll believe God is a woman And I, I feel it after midnight A feelin' that you can't fight, my one It lingers when we're done You'll believe God is a woman   (Yeah) I tell you all the things you should know So baby, take my hands, save your soul We can make it last, take it slow, hmm And I can tell that you know I know how I want it, yeah But you're different from the rest And boy, if you confess, you might get blessed See if you deserve what comes next I'm tellin' you the way I like it, how I want it   (Yeah) And I can be all the things you told me not to be (Yeah) When you try to come for me, I keep on flourishing (Yeah) And he see the universe when I'm the company It's all in me   You, you love it how I move you You love it how I touch you, my one When all is said and done You'll believe God is a woman And I, I feel it after midnight A feelin' that you can't fight, my one It lingers when we're done You'll believe God is a woman   Yeah, yeah (God is a woman) Yeah, yeah (God is a woman, yeah) My one (One) When all is said and done You'll believe God is a woman You'll believe God (God is a woman) Oh, yeah (God is a woman, yeah) (One) It lingers when we're done You'll believe God is a woman",4,17,3,18,24,8,28,0,1,18,0.9973
43,/songs/3765838,Ariana Grande,​goodnight n go,https://genius.com/Ariana-grande-goodnight-n-go-lyrics,http://api.genius.com/songs/3765838,Sweetener,2018-08-17," Tell me why you gotta look at me that way You know what it does to me So baby, what you tryna say? Ayy Lately, all I want is you on top of me You know where your hands should be So baby, won't you come show me? Mmm I got you, I got you dreamin' (Ahh) You close your eyes and you're screamin' (Ahh) Play with your mind for no reason I know you love how I tease it (Ahh-ah) You know that I'm playin', so don't be mistaken You already know what I'm thinkin', boy   Oh, why'd you have to be so cute? It's impossible to ignore you, woah Why must you make me laugh so much? It's bad enough we get along so well   Just say goodnight and go Ohh, ohh, ohh Just say goodnight and go Ohh, ohh, ohh Just say goodnight and go   One of these days You'll miss your train and come stay with me (It's always say goodnight and go) We'll have drinks and talk about things And any excuse to stay awake with you And you'd sleep here, I'd sleep there But then the heating may be down again (At my convenience) We'd be good, we'd be great together   Why'd you have to be so cute? It's impossible to ignore you, woah Why must you make me laugh so much? It's bad enough we get along so well   Just say goodnight and go Ohh, ohh, ohh Just say goodnight and go Ohh, ohh, ohh   I know how you want it, baby, just like this Know you're thinkin' 'bout it, baby, just one kiss While you're lookin' at 'em, baby, read my lips I know what you want, but you can't have this   Ta-da-da-da-da-da-da-da-da-da-da-da-da Ta-da-da-da-da-da-da-da-da-da-da-da-da Ta-da-da-da-da-da-da-da-da-da-da-da-da Ta-da-da-da-da-da-da-da-da-da-da-da-da Wanna say goodnight Honey, say goodnight and go Wanna say goodnight Baby, say goodnight and go Wanna say goodnight Say goodnight and go",4,4,3,3,11,11,19,5,4,4,0.9853
44,/songs/3949963,Ariana Grande,Got Her Own,https://genius.com/Ariana-grande-got-her-own-lyrics,http://api.genius.com/songs/3949963,None,2019-03-25," Me and all my girls Sip that liquor, pour me, come through Swingin' by your table In the bar if we want to Don't be tryna front 'Cause this ain't what you used to   Ladies in the buildin', probably makin' more than you He might got money, but I bet she got her own You know she independent, when she leaves here all alone   Said you already know, you know, you know, you know, you know You already know, you know, you know, you know, you know (Yuh) But you still get it though, but you could still get it (Uh-huh), you still get it Only if you win it though, only if you win it (Uh-huh), you still get it You know, you know, you know, you know, yeah, yeah You know, you know, you know, you know, you know She got her own   You be throwing money Yeah, yeah, yeah, look at you attitude Money? Rather spend it Yeah, yeah, yeah, on them new shoes Baby, I don't mind Puttin' you on some new-new   Ladies in the buildin', probably makin' more than you He might got money but I bet she got her own You know she independent when she leaves here all alone   But you already know, you know, you know, you know, you know You already know, you know, you know, you know, you know (Yuh) But you still get it though, but you still get it, (Uh-huh) you still get it Only if you win it though, only if you win it, (Uh-huh) you still get it You know, you know, you know, you know You know, you know, you know, you know, you know she got her own (Sheesh)   He might got money, but I bet she got her own, yeah He might got (He might got), he might got (He might got) He might got money but I bet she got her own (Yuh) He might got (Mmm), he might got (He might got, baby)",7,6,0,0,9,1,10,1,6,8,0.9919
45,/songs/2457502,Ariana Grande,Greedy,https://genius.com/Ariana-grande-greedy-lyrics,http://api.genius.com/songs/2457502,Dangerous Woman,2016-05-20," Greedy, ooh You know that I'm greedy for love   Boy, you give me feelings never felt before I'm making it obvious by knocking at your door I know that I'm coming tonight You know I'm coming tonight Don't want to deny it anymore   Been in this state of mind Been in this state of mind Been in this state of mind all night   Baby, you got lucky, 'cause you're rocking with the best And I'm greedy 'Cause I'm so greedy 'Cause I'm so I ain't talking money, I'm just physically obsessed And I'm greedy 'Cause I'm so greedy 'Cause I'm so greedy, ooh You know that I'm greedy for love You know that I'm greedy for love 'Cause I'm so greedy, ooh You know that I'm greedy for love You know that I'm greedy for love 'Cause I'm so   I don't need a phone call Got nothing to say I'ma tell you when it's over Got no games to play You know that I'm coming tonight I know I'm coming tonight I just need to get this out the way, oh baby!   Been in this state of mind Been in this state of mind Been in this state of mind all night   Baby, you got lucky, 'cause you're rocking with the best And I'm greedy 'Cause I'm so greedy 'Cause I'm so I ain't talking money, I'm just physically obsessed And I'm greedy 'Cause I'm so greedy 'Cause I'm so greedy, ooh You know that I'm greedy for love You know that I'm greedy for love 'Cause I'm so greedy, ooh You know that I'm greedy for love You know that I'm greedy for love 'Cause I'm so   Greedy, I'm greedy, I'm greedy, I'm greedy I'm greedy, I'm greedy, I'm greedy, I'm greedy for love Greedy, I'm greedy, I'm greedy, I'm greedy I'm greedy, I'm greedy, I'm greedy, I'm greedy for love   Baby, you got lucky, 'cause you're rocking with the best And I'm greedy 'Cause I'm so greedy 'Cause I'm so I ain't talking money, I'm just physically obsessed And I'm greedy 'Cause I'm so greedy 'Cause I'm so greedy, ooh You know that I'm greedy for love You know that I'm greedy for love 'Cause I'm so greedy, ooh You know that I'm greedy for love You know that I'm greedy for love (You know I'm) 'Cause I'm so greedy, ooh You know that I'm greedy for love (Oh, don't you know I'm greedy?) You know that I'm greedy for love (Oh, don't you know I'm) 'Cause I'm so greedy, ooh You know that I'm greedy for love You know that I'm greedy for love 'Cause I'm so",5,8,57,1,30,58,35,1,7,9,0.7786
46,/songs/3161969,Ariana Grande,Grenade,https://genius.com/Ariana-grande-grenade-lyrics,http://api.genius.com/songs/3161969,None,2011-02-04," Easy come, easy go That's just how you live, oh Take, take, take it all but you never give Should've known you was trouble from the first kiss Had your eyes wide open Why were they open?   I gave you all I had, you tossed it in the trash You tossed it in the trash, you did To give me all your love is all I ever ask, cause What you don't understand is I'd   Catch a grenade for ya I'd throw my hand on a blade for ya I'd jump in front of a train for ya You know I'd do anything for ya Ohh, I would go through all this pain Take a bullet straight through my brain Yes, I would die for you baby But you won't do the same   You wouldn't do the same   Black, black, black and blue Beat me 'til I'm numb Tell the devil I said ""hey"" when you get back to where you're from Mad boy, bad boy, that's just what you are Yeah, you'll smile in my face and rip the brakes out my car   I gave you all I had, you tossed it in the trash You tossed it in the trash, yes, you did To give me all your love is all I'd ever ask, cause What you don't understand is I'd   Catch a grenade for ya I'd throw my hand on a blade for ya I'd jump in front of a train for ya You know I'd do anything for ya Ohh, I would go through all this pain Take a bullet straight through my brain Yes, I would die for you baby But you won't do the same   If my body was on fire Ooh, you'd watch me burn down in flames You said you loved me, you're a liar Cause you never, ever, ever did, baby But darlin', I'd still   Catch a grenade for ya I'd throw my hand on a blade for ya I'd jump in front of a train for ya You know I'd do anything for ya Ohh, I would go through all this pain Take a bullet through my brain Yes, I would die for you baby But you won't do the same   You wouldn't do the same You wouldn't do the same Oh, you wouldn't do the same Oh, no, no, no",3,3,10,14,11,23,13,17,5,3,-0.9069
47,/songs/501008,Ariana Grande,Hands on Me,https://genius.com/Ariana-grande-hands-on-me-lyrics,http://api.genius.com/songs/501008,My Everything,2014-08-22,"Keep your hands on me, don't take them off until I say so Let me break you off We'll be taking off or maybe making love You just keep your eyes on my you know what   Trembling when you touch Rush is racing, body begging Picture me and you making Making sweet love, baby, give it to me   Eyes on me Dance on me tonight, you're all, all I need Keep your hands on me, don’t take them off   Put your hands on it, put your hands on it Put your hands on it, put your hands on it Put your hands on it, put your hands on it Put your hands on it, put your hands on it Put your hands on me You can put your hands on me If you like what you see Baby, put your hands on me  [Post-Chorus: A$AP Ferg] It's your birthday, every day with me And I make her hand rocky A-S-A-P It's your birthday, every day with me And I make her hand rocky A-S-A-P   Skirt off, keep the high heels on I might be a little thing, but I like that long, yeah Don’t let these eyes fool you I can take it, hold nothing back, give it to me   Eyes on me Dance on me tonight, you're all, all I need Keep your hands on me, don’t take them off   Put your hands on it, put your hands on it Put your hands on it, put your hands on it Put your hands on it, put your hands on it Put your hands on it, put your hands on it Put your hands on me You can put your hands on me If you like what you see Baby, put your hands on me  [Post-Chorus: A$AP Ferg] It's your birthday, every day with me And I make her hand rocky A-S-A-P It's your birthday, every day with me And I make her hand rocky A-S-A-P  [Verse 3: A$AP Ferg] Can I, can I, can I please put my hand on it? Shaking like they're burning, lemme put a fan on it Bumble bee, I can parachute and land on it 'Cause you got the cake, can I put my candle on it? It's your birthday, every day with me And I make her hand rocky A-S-A-P Got me talking marriage, I like what I see I'ma put a ring on it, word to Bey and Jay-Z But before I do that let me put a hand on it Oh, so hot I could catch a tan on it Got me sweating so much we can swim on the dance floor We gon' have to mess around and put a dam on it, dam on it   I love the way it feels Stay back and keep still Your hands, oh, please Baby, don't take them off Don’t take them off   Put your hands on it, put your hands on it Put your hands on it, put your hands on it Put your hands on it, put your hands on it Put your hands on it, put your hands on it Put your hands on me You can put your hands on me If you like what you see Baby, put your hands on me",2,9,2,5,19,6,29,0,8,12,0.9955
48,/songs/3346739,Ariana Grande,Have Yourself A Merry Little Christmas,https://genius.com/Ariana-grande-have-yourself-a-merry-little-christmas-lyrics,http://api.genius.com/songs/3346739,None,2019-04-01," Oh yeah Have yourself a little merry Christmas Let your heart be light From now on your troubles will be out of sight, mmm oh yeah   Have yourself a little merry Christmas Make the Yuletide gay From now on our troubles will be miles away, oh   Here we are as in olden days Happy golden days of yores Faithful friends who are dear to us Gather near to us once more, ooh   Through the years we all will be together If the fates allow Until then we'll have to muddle through somehow And have yourself a merry little Christmas now",0,2,0,0,5,2,7,0,0,3,0.9649
49,/songs/133825,Ariana Grande,Higher,https://genius.com/Ariana-grande-higher-lyrics,http://api.genius.com/songs/133825,None,2008-10-22," Higher... uh huh   Been running 'round in circles tryna find the end Bumped into this shy guy while chilling with my friends He's eyeing me, sizing me, makes my body weak He's bringing out the freak in me  Only been a minute since you came in And changed my life When I get around you, I fell this spark ignite   I got that fire You got me open You dig it deeper We take it higher  I got that fire You got me open You dig it deeper We take it higher   Crazy, what we're doing- living, letting go (go, go) Riding, having good times and no one has to know He's eyeing me, sizing me, makes my body weak He's bringing out the freak in me  It's only been a minute since you came in And changed my life When I get around you, I fell this spark ignite   We got that jam, make them dance Make them lose their minds, mmhmm We got that jam, make them dance Make them lose their minds, oh yeah  We got that jam, make them dance Make them lose their minds, uh huh We got that jam, make them dance Make them lose their minds yeah, yeah, yeah  ",5,2,4,7,6,7,10,7,5,6,-0.9337
