api_path,primary_artist,title,url,song_endpoint,album,release_date,lyrics
/songs/1750958,Andrea Bocelli,"Addio, fiorito asil",https://genius.com/Andrea-bocelli-addio-fiorito-asil-lyrics,http://api.genius.com/songs/1750958,None,None,"Addio, fiorito asil Di letizia e d'amor! Sempre il mite tuo sembiante Con strazio atroce vedró Addio, fiorito asil Non reggo al tuo squallor Ah, non reggo al tuo squallor Fuggo, fuggo, ah, son vil! Addio, non reggo al tuo squallor Ah! son vil"
/songs/841746,Andrea Bocelli,"Addio, Fiorito Asil (englisch)",https://genius.com/Andrea-bocelli-addio-fiorito-asil-englisch-lyrics,http://api.genius.com/songs/841746,None,None,"Farewell, flowery refuge Of happiness and love! I shall always be tortured By the sight of her sweet face Farewell, flowery refuge Your dreariness I cannot bear Ah, your dreariness I cannot bear I must go, I must go, ah, how I despise myself! Farewell, your dreariness I cannot bear Ah, how I despise myself Ah, how Id espise myself!"
/songs/839814,Andrea Bocelli,Adeste Fideles,https://genius.com/Andrea-bocelli-adeste-fideles-lyrics,http://api.genius.com/songs/839814,Viaggio italiano,None,"Adeste fideles Laeti triumphantes Venite, venite in Bethlehem Natum videte Regem angelorum Venite adoremus Venite adoremus Venite adoremus Dominum  En, grege relicto Humiles ad cunas Vocati pastores approperant; Et nos ovanti gradu festinemus Venite adoremus Venite adoremus Venite adoremus Dominum  Adeste fideles Laeti triumphantes Venite, venite in Bethlehem Natum videte Regem angelorum Venite adoremus Venite adoremus Venite adoremus"
/songs/841911,Andrea Bocelli,"Adeste Fideles (O Come, All Ye Faithful)",https://genius.com/Andrea-bocelli-adeste-fideles-o-come-all-ye-faithful-lyrics,http://api.genius.com/songs/841911,Viaggio italiano,None,"O come, all ye faithful Joyful and triumphant O come ye, O come ye to Bethlehem O come, all ye faithful Joyful and triumphant O come ye, O come ye to Bethlehem Come and behold Him Born the King of Angels O come, let us adore Him O come, let us adore Him O come, let us adore Him Christ the Lord Sing, choirs of angels Sing, in exhaltation O sing, all ye citizens of heaven above Glory to God - Glory in the Highest O come, let us adore Him O come, let us adore Him O come, let us adore Him Christ the Lord Yea, Lord, we greet Thee Born this happy morning Oh Jesus, to Thee be a glory giv'n Word of the Father Now in flesh appearing O come, let us adore Him O come, let us adore Him O come, let us adore Him Christ the Lord"
/songs/840232,Andrea Bocelli,"Ah, la paterna mano (from ""Macbeth"")",https://genius.com/Andrea-bocelli-ah-la-paterna-mano-from-macbeth-lyrics,http://api.genius.com/songs/840232,Il mare calmo della sera,1999-04-06,"O figli, o figlio miei! Da quel tiranno tutti uccisi voi foste E insiem con voi la madre Sventurata! Ah, fra gli artigli di quel tigre Io lasciai la madre e i figli?  Ah, la paterna mano non vi fu scudo O cari Dai perfidi sicari che a morte Vi ferîr! E me fuggiasco, occulto voi Chiamavate invano Coll'ultimo singulto, coll'ultio respir Ah! trammi al tiranno in faccia Signore, e s'ei mi sfugge Possa a colui le braccia del tuo"
/songs/840158,Andrea Bocelli,"Ah sì, ben mio",https://genius.com/Andrea-bocelli-ah-si-ben-mio-lyrics,http://api.genius.com/songs/840158,None,None,"Ah sì, ben mio; coll'essere io tuo Tu mia consorte Avrò più l'alma intrepida Il braccio avrò più forte Ma pur, se nella pagina De' miei destini è¨ scritto Ch'io resti fra le vittime Dal ferro ostil trafitto Ch'io resti fra le vittime Dal ferro ostil trafitto Fra quegli estremi aneliti A te il pensier verrè, verrè E solo in ciel precederti La morte a me parrè!  Fra quegli estremi aneliti La morte a me parrè, parrè E solo in ciel precederti La morte a me parrè! La morte a me, a me parrè E solo in ciel E solo in ciel precederti La morte a me parrè"
/songs/3970003,Andrea Bocelli,Ali di Libertà,https://genius.com/Andrea-bocelli-ali-di-liberta-lyrics,http://api.genius.com/songs/3970003,Sì,2018-10-26," Notte splendida notte, lascia cadere una stella Lascia che insegni ai miei figli che non c'è cosa più bella Di essere veri, di avere uno spirito puro Piedi piantati per terra e lo sguardo al futuro  Notte splendida notte, porta consiglio Fosse anche un fiato di vento, fosse solo un bisbiglio Quanto coraggio ci vuole a seguire un miraggio Per questo cuore migrante che inizia il suo viaggio   Ali di libertà Per vivere in un nuovo giorno adesso Ali per l'anima E per affrontare l'universo E sorvolare un mare aperto Verso un domani ancora incerto   Notte che lasci il tuo posto ad un nuovo giorno Partire è sempre difficile senza un ritorno Quanta speranza ci vuole a intraprendere un viaggio Lontano da un mondo che a volte ci tiene in ostaggio   Ali di libertà Per vivere in un nuovo giorno adesso Ali per l'anima E per affrontare l'universo E sorvolare un mare aperto Verso un domani ancora incerto"
/songs/840440,Andrea Bocelli,Ama credi e vai (Because We Believe),https://genius.com/Andrea-bocelli-ama-credi-e-vai-because-we-believe-lyrics,http://api.genius.com/songs/840440,Amore,2006-10-18,Guarda fuori e'gia'mattina Questo e'un giorno che ricorderai Alzati in fretta e vai C'è chi crede in te Non ti arrendere  Il sole alto già ti chiama E qualcosa in te già trema Metti le ali Al bambino che c'è in te E lui volerà  Amo credo e so Che per avvincere Tu dovrai vincere Ama credi e vai E tutto in quell'attimo darai  Guarda avanti e non voltarti mai Accarezza con i sogni tuoi Le tue speranze e poi Verso il giorno che verrà C'è un traguardo là  Amo credo e so Che per avvincere Tu dovrai vincere Ama credi e vai E tutto in quell'attimo troverai  Non arrenderti Qualcuno è con te  Ama credi e vai Non voltarti mai E per avvincere Dovrai vincere E allora vincerai
/songs/840402,Andrea Bocelli,A Mano A Mano,https://genius.com/Andrea-bocelli-a-mano-a-mano-lyrics,http://api.genius.com/songs/840402,None,None,A mano a mano t'accorgi che il vento Ti soffia sul viso e ti ruba un sorriso La bella stagione che sta per finire Ti soffia sul cuore e ti ruba l'amore  A mano a mano si scioglie nel pianto Quel dolce ricordo sbiadito dal tempo Di quando vivevi con me in una stanza Non c'erano soldi ma tanta speranza  E a mano a mano mi perdi e ti perdo E quello che è stato ci sembra più assurdo Di quando la notte eri sempre più vera E non come adesso nei sabato sera Ma dammi la mano e torna vicino Può nascere un fiore nel nostro giardino Che neanche l'inverno potrà mai gelare Può crescere un fiore da questo mio amore per te  E a mano a mano vedrai che nel tempo Lì sopra il tuo viso lo stesso sorriso Che il vento crudele ci aveva rubato Che torna fedele L'amore è tornato da te  Che il vento crudele ci aveva rubato L'amore è tornato da te
/songs/840260,Andrea Bocelli,Amapola,https://genius.com/Andrea-bocelli-amapola-lyrics,http://api.genius.com/songs/840260,Amore,2006-10-18,"Amapola, lindisima amapola Será siempre mi alma tuya sola Yo te quiero, amada niña mia Iqual que ama la flor la luz del día Amapola, lindisima amapola No seas tan ingrate y ámame Amapola, amapola Cómo puedes tú vivir tan sola  Yo te quiero, amada niña mía Igual que ama la flor la luz del día  Amapola, lindísima amapola No seas tan ingrate y ámame Amapola, amapola Cómo puedes tú vivir tan sola"
